hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,26.1045,296.417,-4.12717,-0.276021,4.13638970617385
2,1,26.7695,296.073,0.290378,4.17851,4.188587494965815
3,1,31.6133,295.809,0.337784,4.06012,4.074146836462329
4,1,30.9893,295.669,0.343081,0.849075,0.9157690364857287
5,1,0.0,295.291,0.101416,-0.389814,0.4027904661880666
6,1,19.7852,296.249,-0.271682,-0.921035,0.9602690145729998
7,1,136.833,297.36,0.0229406,1.05313,1.0533798308437274
8,1,293.648,298.734,-0.00312042,0.153504,0.153535712578463
9,1,444.361,300.093,0.68643,0.326711,0.7602145897185872
10,1,507.191,301.345,0.06427,-0.552801,0.556524553367594
11,1,542.37,302.433,-3.59045,2.16723,4.1938308353342055
12,1,703.058,303.784,-2.93286,3.41192,4.499207248616138
13,1,776.161,304.034,2.16305,3.19118,3.8551802934363524
14,1,727.18,304.439,2.31185,2.45324,3.370910399298682
15,1,516.834,304.078,1.48612,2.42512,2.844250282376711
16,1,214.807,302.925,2.37589,1.74663,2.948825130284941
17,1,48.284,302.112,1.32829,-1.32945,1.8793061556329773
18,1,115.029,302.582,-1.50102,-0.970636,1.7875109188186795
19,1,44.4383,302.081,-1.28673,-1.42537,1.920248351073371
20,1,12.8789,301.05,-2.68946,2.65465,3.7789365850858094
21,1,0.0,300.533,-2.58433,-1.72267,3.105857929429484
22,1,12.1543,300.147,-2.76249,5.01577,5.726194171786354
23,1,12.1875,299.975,-2.84222,1.6509,3.2868960035875796
24,1,12.5566,298.87,-0.580116,-0.0113792,0.5802275929742052
1,2,26.8945,297.252,-3.38889,1.98863,3.9292778864570015
2,2,28.6699,297.128,-3.49673,1.86454,3.9627806026198322
3,2,31.3535,296.518,-2.31749,0.278869,2.334208178218258
4,2,31.4512,296.114,-1.17987,3.77046,3.9507545897587715
5,2,0.0,295.904,-1.28921,-0.393232,1.3478478511775727
6,2,18.1855,296.567,-2.22774,2.994,3.7318710464859315
7,2,134.302,298.116,-2.27003,0.118074,2.2730986934966113
8,2,294.492,299.983,-2.75214,4.05975,4.904675793780869
9,2,448.736,301.75,-2.81992,1.27349,3.094143756598908
10,2,561.145,302.674,-1.93866,1.80804,2.6509264865703086
11,2,661.839,303.75,-0.523553,2.35083,2.4084246786455665
12,2,743.183,304.483,0.240966,3.55108,3.5592462375559237
13,2,758.723,304.807,1.05465,3.26979,3.435667805041692
14,2,509.867,304.557,1.30892,3.13244,3.3949155983617616
15,2,242.771,303.983,0.427037,2.60969,2.6443983239045137
16,2,76.7448,303.829,0.317291,1.24761,1.2873244698913324
17,2,159.565,303.51,-1.02279,-0.0355034,1.0234060169412529
18,2,65.2244,303.177,-2.39359,-0.94964,2.5750901377815887
19,2,44.325,302.84,-2.5377,2.9345,3.879589094221191
20,2,11.9434,301.681,-5.12549,3.44567,6.17602537956249
21,2,0.0,301.011,-4.30063,0.180158,4.304401851809843
22,2,13.9512,300.281,-3.9285,1.3268,4.146505816949977
23,2,13.457,300.108,-4.6142,3.10647,5.562463258386522
24,2,12.9062,299.476,1.02291,1.431,1.7590070688033064
1,3,33.5303,296.254,-2.48948,0.500346,2.5392630407494217
2,3,32.6416,296.359,-2.55923,0.100869,2.561217044309404
3,3,32.3096,295.991,-2.89024,1.1485,3.1100706595831547
4,3,31.8984,295.641,-0.86981,0.0224152,0.8700987744452006
5,3,0.0,295.353,-1.14663,0.157549,1.157403146833894
6,3,23.668,296.24,-0.807326,2.9027,3.0128794466881677
7,3,167.528,297.305,-0.698251,0.700106,0.9887885872303542
8,3,350.32,298.321,-1.98261,-0.00665188,1.9826211588721467
9,3,510.611,299.223,-1.7667,2.0479,2.7046484614455903
10,3,651.441,300.349,-1.48456,2.37445,2.8003448352122637
11,3,763.808,301.551,-1.43029,3.09155,3.406377971775886
12,3,814.011,302.176,-0.525636,3.31036,3.3518318176925286
13,3,814.942,302.81,0.19967,2.35671,2.3651533001055136
14,3,662.696,302.987,0.955896,3.0216,3.169196068850269
