hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,20.0615,271.983,-0.790901,1.38616,1.5959210310667005
2,1,20.2471,271.436,0.57631,0.648285,0.8674137751528966
3,1,19.9092,271.452,0.178777,1.4661,1.4769598592138513
4,1,19.8506,270.752,4.27225,0.969116,4.380788271984392
5,1,19.9189,270.997,3.70009,-0.677592,3.7616215820526127
6,1,19.1699,270.623,-0.507569,-1.11565,1.2256839773208263
7,1,6.69141,270.623,0.776905,0.493141,0.9202007525024091
8,1,132.908,271.875,0.039216,1.8948,1.8952057763356462
9,1,321.517,273.623,0.412132,2.26585,2.3030260545473644
10,1,500.897,275.968,0.750224,2.39839,2.5129883888064426
11,1,636.478,277.58,-0.0883112,1.57793,1.5803993017416327
12,1,729.258,279.827,-0.718511,2.9953,3.0802727390802587
13,1,735.93,281.814,2.61279,2.11037,3.358620717050379
14,1,633.806,282.094,2.70499,-0.0277481,2.70513231786425
15,1,532.028,282.439,2.84326,2.34824,3.6875952225264634
16,1,398.172,282.327,3.24088,1.9972,3.806850537439052
17,1,235.956,281.704,4.5974,0.777905,4.662748432955075
18,1,96.2719,280.579,3.29273,0.427309,3.3203409214086737
19,1,12.1699,278.985,2.10796,-1.4411,2.5534808735528056
20,1,0.0,278.108,4.49553,0.177687,4.499040192181995
21,1,25.2334,276.986,0.345884,1.12339,1.1754321901139173
22,1,24.3242,276.706,3.35655,-1.79739,3.8074976972547208
23,1,47.4355,275.986,0.714647,1.04535,1.2662847061814337
24,1,46.3975,274.939,0.207018,2.34079,2.3499264406410685
1,2,20.8682,271.882,0.501091,1.38274,1.4707352235807096
2,2,20.4961,271.677,0.850724,-1.4191,1.6545622182849458
3,2,20.3672,271.087,0.664617,-0.997769,1.1988572617497046
4,2,20.3984,271.0,2.40701,-0.674438,2.499712734684528
5,2,20.6367,270.935,0.191791,-0.709819,0.7352732828289085
6,2,19.4512,270.68,0.180419,-0.608326,0.6345167750635125
7,2,5.80469,270.733,-1.36079,0.0395279,1.3613639774058992
8,2,119.408,272.435,-0.40805,0.244409,0.4756475184219928
9,2,299.657,274.851,-0.278786,1.82346,1.8446484774601366
10,2,477.913,277.041,-1.2156,-0.914598,1.521240566644211
11,2,613.682,278.723,-1.83099,-0.24336,1.8470918953046163
12,2,711.336,280.549,2.09155,0.579282,2.1702877776976948
13,2,711.164,282.177,2.47705,2.09328,3.243084621298063
14,2,601.603,282.552,3.00137,1.46395,3.3393669279370903
15,2,513.434,282.809,3.11133,0.972751,3.2598495175239304
16,2,381.766,282.806,3.11393,-0.138056,3.116988852087219
17,2,229.026,282.189,3.72387,1.78572,4.129891487109559
18,2,93.1626,281.064,3.24488,2.52789,4.113328830339243
19,2,12.25,279.439,5.0606,-2.34393,5.577067348069234
20,2,0.0,278.306,4.9638,-0.864794,5.038569152292742
21,2,25.9062,277.549,5.1203,-0.467922,5.141636226735999
22,2,24.8896,276.75,4.60265,0.826637,4.676292949791426
23,2,49.1084,276.122,3.6209,0.15765,3.6243303288331763
24,2,47.1758,275.25,0.96483,-1.42679,1.7223898028611293
1,3,20.6787,271.812,1.03771,-1.89314,2.15889349058725
2,3,19.8369,271.518,-0.0579672,-1.3649,1.366130376748808
3,3,19.9912,271.311,3.81159,-0.373258,3.8298224322628847
4,3,20.127,271.28,5.88064,-1.36145,6.036180324683814
5,3,21.5029,271.438,0.280169,-2.223,2.240585563766981
6,3,19.8193,271.172,-0.445558,-1.43938,1.506763656239425
7,3,9.10449,271.124,-0.992138,-0.947777,1.3720856579576217
