hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,16.7666,285.279,1.22555,3.21924,3.444630456246359
2,1,19.5703,283.923,2.68014,2.72292,3.820660119141717
3,1,21.9834,283.246,-0.676939,-0.760867,1.018412981756419
4,1,12.9141,281.248,0.296238,-0.87272,0.9216274469892919
5,1,0.0,281.264,0.691923,-0.330563,0.7668307081083803
6,1,8.31445,280.873,0.294676,-0.539398,0.6146414787337412
7,1,127.12,283.996,0.700415,0.154857,0.717329675026762
8,1,315.107,286.042,0.919196,1.02221,1.3747125410484915
9,1,504.843,288.901,0.659737,0.755591,1.0030805892100594
10,1,672.961,292.516,-0.385756,3.48612,3.5073979451918484
11,1,801.166,295.189,3.49949,4.63258,5.805792600196807
12,1,879.747,296.829,1.9793,4.05803,4.515001214938929
13,1,902.425,298.064,3.7294,4.00942,5.475753199003768
14,1,867.898,298.705,4.0844,3.23163,5.208239224238841
15,1,777.694,298.689,3.63243,3.1094,4.781518175736656
16,1,640.35,298.314,4.36391,3.87796,5.8380034472154945
17,1,469.399,297.564,4.44616,3.48199,5.647352752015761
18,1,279.829,296.314,3.78208,2.29798,4.425476381905116
19,1,98.4219,293.298,4.02053,2.90834,4.962167171357692
20,1,3.84961,290.668,3.88448,1.70607,4.242624154376628
21,1,0.0,288.471,2.92767,0.913568,3.0668971485075924
22,1,17.0635,287.637,2.18018,1.5662,2.6844305303732483
23,1,14.0732,287.062,0.177203,2.30385,2.3106548261713606
24,1,9.45801,286.358,0.870093,2.68721,2.824563579165638
1,2,19.5049,284.098,-1.60063,1.22999,2.018636122980068
2,2,22.3809,282.542,-1.17533,1.32057,1.7678534254287035
3,2,25.4619,282.382,-0.186705,0.183469,0.26176254695047574
4,2,14.3047,280.61,-0.00942612,-0.36979,0.36991011859403683
5,2,0.0,280.308,-0.389132,1.38428,1.4379342237473869
6,2,7.05859,280.634,-1.21704,3.67252,3.8689261445522583
7,2,117.706,283.39,-1.4783,0.640208,1.6109739828017087
8,2,299.123,286.506,-1.02319,0.427487,1.1089016688908895
9,2,483.952,289.777,-0.771904,1.80735,1.9652861897738965
10,2,649.179,293.253,-2.03419,4.06034,4.541397347920571
11,2,775.385,295.747,3.68992,3.13063,4.839044720117804
12,2,854.45,297.294,1.68145,1.82805,2.4837554036176748
13,2,879.581,298.681,4.47647,1.99477,4.900805139341902
14,2,848.477,299.355,4.93011,1.85712,5.268289979348138
15,2,766.819,298.983,4.4879,1.62015,4.771386845823759
16,2,635.944,298.556,4.45082,1.897,4.838223607110362
17,2,470.008,298.355,3.98034,2.06598,4.48457131462975
18,2,285.196,297.174,3.61997,2.5265,4.414451840364781
19,2,103.016,293.552,2.40725,1.50356,2.838229243049264
20,2,3.74023,290.433,1.1628,2.44484,2.707276577226642
21,2,0.0,289.289,-2.07721,-0.0947323,2.0793690371752893
22,2,17.2061,288.07,-2.39111,4.59696,5.181645324961947
23,2,13.501,286.323,-2.03276,2.34779,3.1055162375521403
24,2,11.8496,285.266,-2.04299,2.45381,3.1929597016248104
1,3,18.832,284.936,-0.575235,3.30518,3.354863654103547
2,3,21.1621,284.805,-0.0210285,4.08327,4.083324147151711
3,3,23.9854,283.95,-0.330259,2.80066,2.820065148658981
4,3,13.1582,282.79,-0.16177,2.5599,2.5650063436373793
5,3,0.0,282.82,-0.379366,2.86182,2.8868550837123776
6,3,9.67188,283.077,-0.325441,3.03775,3.0551328787764698
7,3,151.987,285.499,-0.0105228,2.92536,2.925378925698317
8,3,360.717,287.767,0.167243,3.23999,3.2443035340653625
9,3,559.905,289.957,0.735909,4.00852,4.075511580977411
10,3,728.492,292.366,0.951158,4.52909,4.62788912670388
11,3,850.635,294.551,-0.407736,4.52369,4.542028166116543
12,3,917.997,295.959,2.11212,3.72063,4.278333611501094
13,3,924.378,296.879,3.52921,3.71548,5.12446239663245
14,3,870.492,297.459,4.18694,2.93232,5.111650139240751
15,3,762.491,297.225,3.54258,2.68362,4.444287272533134
16,3,611.522,296.834,3.65492,3.3848,4.981496888125094
17,3,429.992,296.35,4.58972,4.34527,6.320356085799281
18,3,238.141,294.914,2.97935,2.59877,3.9534961661041232
19,3,71.4375,291.779,3.99709,1.0143,4.12377654075727
20,3,3.94336,290.863,3.1169,1.97658,3.690790444660872
21,3,0.0,288.025,0.879823,0.252924,0.9154556576399536
22,3,11.7773,285.644,2.1499,1.34061,2.533634776778216
23,3,10.5674,284.466,-0.732953,1.13685,1.3526448250405572
24,3,10.5342,284.683,-0.146508,2.55245,2.556651246565319
1,4,23.8213,283.322,-2.27348,2.57862,3.437730707138068
2,4,27.2373,283.896,-2.19974,3.51198,4.144014911652707
3,4,30.7871,282.726,-0.85858,2.88073,3.0059549147151223
4,4,16.333,280.965,-0.489895,1.72005,1.788454392352514
5,4,0.0,280.97,-0.759249,2.56787,2.6777631300959017
6,4,6.48242,280.306,-0.514894,2.84048,2.886770247462725
7,4,113.651,283.645,-0.891382,2.67927,2.8236589034130875
8,4,292.545,286.122,-0.33178,1.45874,1.4959947713812372
9,4,475.609,290.075,-1.30804,2.98411,3.2582021321121255
10,4,639.336,293.526,-0.874038,3.69999,3.801824354904366
11,4,765.151,295.435,0.813944,2.01686,2.1749089853913426
12,4,844.044,297.381,2.40118,2.16008,3.2298004580469053
13,4,868.394,298.305,3.81339,3.37417,5.091852951627727
14,4,837.352,299.13,3.3969,2.94843,4.498018349773598
15,4,757.678,298.805,3.50352,2.54007,4.32742509990641
16,4,627.585,298.534,3.57777,2.92581,4.6217748029301475
17,4,463.93,298.284,4.26061,3.60113,5.57861406166442
18,4,280.446,296.819,2.85728,2.5182,3.8085929473231976
19,4,99.2734,293.475,3.23635,1.69984,3.6556008190309837
20,4,4.01953,290.297,0.99874,1.26369,1.6107122659556548
21,4,0.0,289.262,-1.1983,-2.35206,2.6397176238378224
22,4,16.8115,288.233,-0.497557,2.03739,2.0972651192324254
23,4,15.7012,286.698,-0.549359,1.59388,1.685897020959762
24,4,14.916,285.303,-1.72268,1.58565,2.3413483946008546
1,5,24.9492,284.567,-0.708048,-0.590325,0.9218544223080996
2,5,26.1318,283.436,-0.832552,-0.381576,0.9158291742896161
3,5,28.9639,283.176,-0.570494,-1.65833,1.753716565735752
4,5,14.6865,282.303,-0.544582,-0.577798,0.7939899769694829
5,5,0.0,281.318,-0.104952,-0.13525,0.17119428963607403
6,5,10.7324,282.219,-0.0842304,-0.496429,0.5035240930930317
7,5,147.573,283.847,-0.703882,-0.396901,0.8080719483591792
8,5,346.099,285.63,-0.353265,2.56616,2.590361616806619
9,5,537.921,287.876,-0.880302,0.974341,1.3131153778267164
10,5,703.351,290.194,1.50877,2.25907,2.716575818525962
11,5,823.604,292.798,-0.992697,1.98903,2.222990705043321
12,5,892.778,296.28,3.88165,3.05803,4.941533588209231
13,5,905.597,297.589,5.42179,2.85708,6.128516372703919
14,5,861.539,298.04,4.68792,2.20624,5.181128145877112
15,5,761.975,297.959,4.60899,2.1553,5.088035663210312
16,5,616.1,297.709,5.35023,2.13577,5.760770308370226
17,5,440.571,297.108,6.78601,2.19098,7.130941388098769
18,5,253.118,295.535,4.75962,1.48255,4.985171716892006
19,5,80.9609,292.926,3.74319,1.58754,4.0659260479871
20,5,2.72363,291.818,4.55147,0.408216,4.5697395400127565
21,5,0.0,289.533,4.69037,0.582514,4.726403844054801
22,5,15.4365,288.037,3.85303,1.50956,4.138189407760356
23,5,14.5332,287.179,3.95845,0.185681,3.962802522995689
24,5,13.8525,286.446,-0.0254145,0.316119,0.3171389584570934
1,6,18.6934,286.333,-1.66606,5.27589,5.532700174028953
2,6,19.7812,286.082,-2.53665,4.82448,5.4507064214558465
