hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,22.1523,264.72,0.957453,1.60367,1.8677456240369028
2,1,22.5469,264.5,1.81665,-0.300444,1.8413266466425777
3,1,22.8232,264.109,-0.29097,1.1497,1.1859484098813067
4,1,23.3047,263.72,-0.449648,1.02791,1.1219546746656035
5,1,23.5205,263.566,-0.143627,1.08452,1.0939891889452107
6,1,23.8594,263.343,1.34082,0.552237,1.4500910235461082
7,1,24.9873,262.968,0.127991,0.206841,0.24323835092764465
8,1,3.25,262.949,-0.255117,-0.244354,0.3532613211278585
9,1,83.7031,264.139,1.90366,1.87295,2.670554829637467
10,1,224.989,265.497,0.712012,0.314764,0.7784840806593286
11,1,260.088,267.123,1.96864,0.558853,2.0464261836697166
12,1,213.643,268.016,0.917798,2.69475,2.8467579333873823
13,1,164.423,267.237,1.99769,-0.0367641,1.9980282618493688
14,1,142.28,267.971,1.8307,-1.29415,2.2419381598295702
15,1,127.991,268.455,3.31067,0.796598,3.4051584724508785
16,1,97.0684,269.204,2.48477,3.45579,4.256356009193779
17,1,46.9699,269.316,3.54554,-0.852848,3.646670207559768
18,1,9.76953,267.498,3.27469,-0.169987,3.279098988482812
19,1,0.0,267.675,2.58504,-2.71958,3.752139013682729
20,1,42.6328,266.802,2.08117,-3.11668,3.747660976035586
21,1,41.0117,265.536,-1.32396,-1.55593,2.0429851312479004
22,1,39.626,264.501,-1.11206,-1.51352,1.878142761879405
23,1,39.5078,264.017,-1.40247,-1.63952,2.1575328343503837
24,1,38.5547,263.158,-1.13169,-0.777819,1.37321689942303
1,2,21.7432,264.806,0.225031,0.0401974,0.2285930487301834
2,2,21.9873,264.503,0.390867,-1.08169,1.150143585727017
3,2,22.1025,264.117,0.0293427,0.644814,0.6454812844996282
4,2,22.3018,263.549,-0.490664,-0.277267,0.5635850869079131
5,2,22.4902,263.5,0.659595,0.366745,0.754696931920357
6,2,22.6426,263.245,0.324218,-0.615732,0.6958758562761033
7,2,23.5518,262.995,-2.6684,-0.786324,2.7818454293824453
8,2,3.32812,263.006,-2.37084,0.0627747,2.371670923328127
9,2,74.4062,264.147,-1.21646,0.142973,1.2248331357082891
10,2,192.239,265.84,0.18711,1.46222,1.4741429647425652
11,2,196.634,267.77,0.3329,2.21852,2.243357617590205
12,2,168.44,268.331,1.42366,2.85686,3.191936223548334
13,2,129.673,267.247,-1.82408,1.02183,2.0907903757431066
14,2,107.67,267.432,0.976203,1.00175,1.3987406334660475
15,2,87.3503,268.431,1.16419,1.4465,1.8567984829000694
16,2,88.9434,269.432,2.2172,1.86156,2.895061566461066
17,2,65.6027,269.504,2.89808,-0.617008,2.963033337386537
18,2,9.83203,268.137,3.11551,-0.664616,3.185610928465057
19,2,0.0,267.689,3.65926,-4.53843,5.829882555635233
20,2,42.5273,266.755,4.40002,-4.43846,6.24980825081858
21,2,41.4092,265.5,3.06959,-3.66482,4.780511311617199
22,2,40.875,264.081,0.714112,-0.934416,1.176048132348332
23,2,41.9307,263.573,1.12488,-1.34167,1.7508379146283073
24,2,39.3848,262.818,0.0108891,-0.775866,0.7759424092384756
1,3,22.7646,263.856,3.89105,-0.789881,3.970413340782166
2,3,23.0488,263.717,4.40552,-1.49576,4.652515926678812
3,3,23.4189,263.247,3.98393,-1.50509,4.2587550003492805
4,3,23.8379,262.821,0.220274,-0.590744,0.6304753037288614
5,3,24.0898,262.609,0.190357,-1.41109,1.423871755302773
6,3,24.1816,263.074,-0.172853,-2.32716,2.333570617146394
7,3,24.3037,263.232,-0.720642,-0.445015,0.8469729879925333
8,3,4.51367,263.269,-1.15795,-0.459686,1.2458569023350956
9,3,113.93,265.264,-0.935699,0.407621,1.0206309314546567
10,3,260.504,266.524,0.73545,1.34162,1.5299774269249857
11,3,291.103,267.569,0.990127,2.67604,2.8533386686001716
12,3,231.659,266.922,1.06282,2.65227,2.857292863061118
13,3,157.954,265.976,1.06703,1.49497,1.8367058343131595
14,3,114.467,266.732,1.64027,-0.451376,1.7012424772136392
15,3,85.5534,267.295,0.973758,2.31955,2.515654357232726
16,3,84.7403,268.516,1.88419,1.51976,2.42071113801296
17,3,63.6105,268.282,3.67737,-2.90168,4.684313924076822
18,3,7.1875,266.635,4.28934,-3.00202,5.235509690182991
19,3,0.0,266.848,3.899,-4.97886,6.32386336819511
20,3,39.3643,265.866,5.4049,-7.17088,8.97966948079939
21,3,36.4111,264.757,4.19557,-6.6575,7.869251163541547
22,3,29.7705,263.865,4.34204,-6.51547,7.829729285390395
23,3,34.6797,263.395,2.71472,-5.61706,6.238675157595561
24,3,38.4492,262.261,1.11636,-2.81981,3.0327525592603166
1,4,24.2881,265.151,2.33538,-0.569178,2.4037394492922894
2,4,24.3018,264.822,0.349852,-1.48013,1.5209146060196805
3,4,24.4248,264.357,0.165085,-1.37276,1.3826507421706322
4,4,24.7959,264.088,-1.27875,-0.969162,1.6045175426725629
5,4,24.9131,263.724,-1.01472,-1.30806,1.6554992123223737
6,4,24.9756,263.424,-0.82129,-1.38966,1.6142094596736818
7,4,25.4102,263.296,-0.793884,-2.20625,2.3447368440735517
8,4,3.61914,263.259,-0.218496,1.44119,1.457658779727272
9,4,76.3438,264.356,0.445649,0.955961,1.054734310014612
10,4,191.707,265.797,-0.266503,0.368963,0.4551456298570821
11,4,197.572,267.852,-0.904405,1.60475,1.842056178981792
12,4,158.862,268.151,-1.53777,1.93303,2.4700893817430982
13,4,127.157,267.055,0.964002,0.806498,1.2568766367500035
14,4,105.483,267.631,2.08704,-1.27559,2.445989740309636
15,4,77.2566,268.25,0.337039,2.00265,2.0308132139665136
16,4,90.7246,269.646,0.985263,2.71068,2.884186062231249
17,4,47.6261,269.813,3.08606,-2.63898,4.060539590251522
18,4,8.95312,268.253,2.10184,-0.840397,2.2636250800892364
