hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,46.3379,295.329,0.172691,-3.63921,3.643305038777428
2,1,47.5918,295.314,2.25457,-3.01877,3.767765677135456
3,1,48.3652,295.175,0.476627,-4.142,4.169332955897023
4,1,43.5928,294.952,1.96918,-4.2155,4.652752961677634
5,1,0.0,294.829,1.40254,-2.69456,3.0377248139355877
6,1,3.17188,294.609,1.10978,-3.88104,4.036593010200558
7,1,30.5412,294.844,0.572072,-1.16139,1.2946401450920637
8,1,119.954,295.969,2.7764,-0.221953,2.7852576351585503
9,1,286.944,297.706,2.35212,-1.34306,2.7085565635592697
10,1,473.382,299.579,-1.7877,0.222389,1.8014794357197088
11,1,693.614,300.954,1.63052,-0.10134,1.633666203971913
12,1,780.434,302.189,0.843819,1.03091,1.3322184253571183
13,1,808.642,303.205,0.3023,-2.17112,2.1920646305252958
14,1,786.765,303.813,0.432666,-2.755,2.788767625234487
15,1,713.835,304.191,2.65091,-2.78213,3.8428597638997966
16,1,564.085,303.939,3.30283,-0.377168,3.3242956711345637
17,1,419.99,303.579,3.48018,-1.2407,3.6947245259152948
18,1,290.732,302.969,3.54367,-0.560344,3.587698770414818
19,1,131.57,301.828,2.06589,-1.61572,2.6226804247753863
20,1,17.1992,299.812,4.53803,-0.890476,4.624571740980564
21,1,0.0,299.014,3.63683,-1.49768,3.93313842005338
22,1,34.8301,298.11,1.00721,2.94514,3.1126068822933615
23,1,36.2275,297.327,0.936726,2.58712,2.751480600236171
24,1,37.2051,296.596,1.73359,2.28536,2.868484725024695
1,2,44.7314,295.733,-0.986977,0.38472,1.059307829164403
2,2,46.3359,295.564,-1.05842,-0.169166,1.07185354967738
3,2,47.1357,295.309,0.189518,-0.317777,0.3699990460163377
4,2,44.2285,295.128,-0.436093,-1.71794,1.7724262885234465
5,2,0.0,294.931,0.059763,0.314721,0.3203450077806738
6,2,3.7168,294.682,0.777751,-0.368834,0.8607758927601307
7,2,41.7756,294.75,-0.0177717,0.0363665,0.04047660612180819
8,2,146.805,295.681,2.36039,0.730196,2.470754368713329
9,2,340.553,297.629,-0.390065,1.18233,1.2450120212773048
10,2,518.991,299.63,0.483299,1.2971,1.384213254307659
11,2,695.161,301.181,1.85708,1.49827,2.3861180019646975
12,2,780.715,302.431,1.89118,1.04703,2.1616737990039105
13,2,811.173,303.5,1.91509,-0.0514956,1.915782217507867
14,2,788.499,304.181,3.46147,0.858277,3.566288542676966
15,2,719.663,304.556,3.41311,-0.973052,3.549105530525121
16,2,608.632,304.314,3.17978,2.00467,3.7589496747495836
17,2,295.068,300.787,3.39473,-0.870098,3.5044631974817486
18,2,238.74,301.971,-0.28299,-1.22245,1.254777806067672
19,2,140.351,300.939,4.59177,1.21289,4.749258245768491
20,2,19.6016,299.387,5.32221,-2.55698,5.904580087059536
21,2,0.0,298.453,2.9088,-1.46448,3.2566576593802425
22,2,35.3584,297.855,0.201057,-1.11541,1.1333858060470847
23,2,34.8105,297.384,-1.11259,0.478718,1.2112090784104947
24,2,38.6279,296.567,-1.17364,0.452355,1.257798034513093
1,3,43.3301,294.805,0.859215,-0.983932,1.3062819744790939
2,3,44.7559,294.793,1.02459,-1.80686,2.077144127811067
3,3,44.5361,294.603,2.62995,-0.162015,2.634935646790069
4,3,41.6953,294.399,0.60834,-0.545581,0.8171512608819741
5,3,0.0,294.26,0.173044,-2.93186,2.9369622547005942
6,3,5.53125,294.213,0.75822,-0.787779,1.0933861720549607
7,3,56.3615,294.608,1.23906,-2.03932,2.386230446960226
8,3,137.595,294.966,2.22416,-0.524199,2.2850978747530704
9,3,334.335,296.81,2.26277,-1.21025,2.5660929709190197
10,3,515.007,299.158,0.245995,1.76048,1.7775835762137882
11,3,357.677,298.944,-0.0857868,2.31419,2.3157795083198747
12,3,657.247,300.954,2.65974,-2.79086,3.8552712494972385
13,3,646.063,301.749,2.72027,-0.774152,2.828282198084908
14,3,700.452,302.337,3.18853,-2.19055,3.868492324329984
15,3,738.178,302.632,3.08255,-2.34756,3.8746809489427645
16,3,594.335,302.632,3.20029,-0.671113,3.26990041788263
17,3,443.553,302.393,3.87471,-3.21189,5.0328535599796655
18,3,262.943,301.528,2.91867,-1.9954,3.5355700712756355
19,3,104.906,300.08,1.36862,1.3501,1.922469951494691
20,3,13.3789,298.958,1.96186,0.0147972,1.9619158026602057
21,3,0.0,297.849,0.611439,-0.938598,1.1201892055920732
22,3,33.3184,296.715,-0.528435,-1.77849,1.85533561096773
23,3,39.5869,296.576,-0.987591,-1.30448,1.6361552657620855
24,3,35.6348,296.033,0.134468,-1.34305,1.3497647741454806
1,4,43.9258,296.273,-0.167152,-1.59966,1.608369331560385
2,4,44.8311,296.087,0.0929489,-2.14182,2.1438359103278426
3,4,46.1201,296.038,1.70465,-1.37246,2.1884876225603835
4,4,44.4502,295.886,1.06732,-3.09197,3.271001446545079
5,4,0.0,295.662,-0.14678,-2.03977,2.0450442590076134
6,4,3.5293,295.384,-0.245198,-1.38983,1.4112935513577605
7,4,44.8224,295.724,-0.00605297,-2.03248,2.0324890132165097
