hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,32.0176,290.513,-1.29519,-3.18537,3.438618788554497
2,1,38.9277,290.016,-1.31915,-2.49237,2.8199405914664233
3,1,52.1143,289.532,-1.61959,-5.35843,5.5978427838766605
4,1,51.793,289.032,-1.07438,3.08789,3.2694582175797873
5,1,51.6934,289.141,-1.16781,-4.85428,4.992776233169278
6,1,0.0,288.861,-1.77234,4.94678,5.254695180883473
7,1,48.457,289.297,-1.81569,-4.83965,5.169036883075995
8,1,200.584,291.173,-1.39304,-4.63826,4.842934675297613
9,1,382.282,293.547,-2.89163,-4.45703,5.3128749729125
10,1,502.291,296.125,-3.52976,-3.03542,4.6554248177797914
11,1,439.956,297.154,-3.5826,2.31493,4.265433584631227
12,1,642.461,298.564,-2.05696,2.5967,3.3126930632945757
13,1,596.642,299.33,-2.64212,1.8279,3.2127895207124912
14,1,633.405,299.908,-4.21118,-1.65572,4.524980188995306
15,1,646.444,299.922,-3.00615,-1.47146,3.3469586723023634
16,1,521.49,299.688,-3.51994,-0.177072,3.5243910249550914
17,1,358.002,298.938,-5.1338,1.14055,5.258969171092373
18,1,182.094,297.658,-4.76433,0.0134439,4.76434896783886
19,1,35.7508,294.989,-3.775,-3.65061,5.25143583909201
20,1,0.0,293.922,-2.47429,2.86582,3.7861636621387613
21,1,56.667,293.564,-2.09503,2.5886,3.330165260298654
22,1,58.8955,292.908,-1.84254,-4.97486,5.305109392953175
23,1,53.1982,292.28,-1.68123,-3.94171,4.285278525020281
24,1,44.418,291.892,-1.51073,4.81548,5.046895358861723
1,2,32.0215,290.7,-5.12625,-2.32258,5.627860776431841
2,2,44.6123,290.192,-6.09991,-0.787289,6.150506156213568
3,2,53.5234,289.117,-3.35348,-1.57718,3.7058500863904356
4,2,52.3525,288.233,-0.510908,0.0810585,0.5172982359202958
5,2,52.3301,288.459,-4.45492,-1.39334,4.667730557990682
6,2,0.0,287.597,-1.58532,-1.13818,1.9515873577167895
7,2,43.7461,288.642,0.430891,0.154488,0.457748398167596
8,2,196.811,291.128,-3.20505,-1.07185,3.3795277665673944
9,2,364.704,293.536,-2.48635,-0.57959,2.5530101626511397
10,2,438.151,295.806,-5.05271,-2.2781,5.542528119378376
11,2,389.909,297.105,-5.65974,-1.0503,5.7563692513250055
12,2,663.258,298.931,-3.93098,-1.728,4.294017671179288
13,2,587.611,299.682,-2.75735,-1.78001,3.281983336734055
14,2,691.577,300.557,-3.49146,-0.143023,3.4943881453165733
15,2,650.303,300.807,-3.50859,-2.43923,4.273177597643234
16,2,514.052,300.556,-4.03361,-1.77473,4.406776169151322
17,2,365.237,299.879,-6.18263,-1.38826,6.336574748592492
18,2,185.688,298.258,-6.13591,-2.27611,6.5444685238909965
19,2,36.5633,296.186,-5.06943,0.21218,5.073868433187837
20,2,0.0,295.557,-7.47771,-2.57998,7.9102745618910095
21,2,56.9414,294.468,-6.58624,-1.51491,6.758217934167261
22,2,54.4395,293.552,-4.37184,-1.92164,4.775529842352574
23,2,49.2168,293.0,-5.56307,-1.89972,5.878493336161911
24,2,47.8809,292.677,-5.67577,-1.19916,5.801064540108134
1,3,39.6035,290.381,-3.67166,-1.24836,3.8780781123128505
2,3,48.4424,290.11,-3.07647,-1.44256,3.397888611255525
3,3,55.3574,289.38,-3.31783,-1.31155,3.567654595304876
4,3,54.1592,289.687,-2.32243,-2.93945,3.7462044001095296
5,3,54.1377,289.191,-2.35824,-1.83865,2.990305957607014
6,3,0.0,288.94,-2.64196,-2.60986,3.7136669022948197
7,3,62.9688,289.982,-2.39235,-2.71758,3.6205772438797656
8,3,257.186,291.624,-2.28366,-2.7574,3.5802734191120096
9,3,449.376,293.137,-2.54885,-1.84814,3.148373831377081
10,3,487.854,294.119,-2.87497,-1.39138,3.1939616161281585
11,3,600.159,296.459,-6.25935,0.324698,6.267766046503651
12,3,772.555,297.273,-4.81282,0.546411,4.84373836342561
13,3,641.642,298.084,-3.81106,1.13748,3.9771898463613726
14,3,701.202,298.851,-5.4187,-1.05953,5.521314473103303
15,3,667.428,298.851,-3.68632,-0.780054,3.7679489626739904
16,3,525.787,298.665,-4.56535,-2.71418,5.311232784853249
17,3,342.956,297.823,-6.62453,-3.5948,7.537040849093231
18,3,156.946,296.307,-4.76336,-1.5266,5.002010200869246
19,3,24.9071,294.838,-3.84873,-1.61692,4.174584158847441
20,3,0.0,293.68,-4.1701,-2.57705,4.902134301760816
21,3,55.3379,293.213,-3.50958,-5.23073,6.2990227900286255
22,3,53.6514,292.902,-4.21412,-1.42505,4.448547501926893
23,3,49.7842,292.313,-3.03719,-5.93487,6.666873706093434
24,3,46.6299,291.859,-2.9785,0.580132,3.034471187443374
1,4,37.8633,291.953,-2.17605,-2.96272,3.67599012524517
2,4,45.4023,290.859,-1.70586,-0.316586,1.7349884826695536
3,4,54.834,290.287,-0.759726,-2.11331,2.245720986938493
4,4,54.0225,290.544,-3.64665,-4.20019,5.562342335617253
5,4,54.3711,289.968,-3.16293,-3.72049,4.883254245377769
6,4,0.0,289.794,-2.3529,-3.81396,4.481342353759641
7,4,43.1055,290.425,-3.63698,-4.05254,5.445245997381568
8,4,196.334,291.875,-2.60349,-4.17146,4.917238931727844
9,4,360.423,294.055,-2.08547,-3.44385,4.026075998214639
10,4,407.697,295.976,-2.69577,-2.81814,3.899883197289375
11,4,587.456,298.034,-3.18172,-0.126962,3.184252111225492
12,4,649.336,299.014,-3.9886,-0.466773,4.015819591755711
13,4,624.923,300.125,-3.13675,-1.29319,3.3928661834207374
14,4,680.671,300.889,-3.60815,-4.54146,5.800310798060739
15,4,650.694,300.938,-3.61406,1.06174,3.766791938931589
16,4,524.896,300.793,-3.95598,-1.02766,4.087280616253305
17,4,363.034,300.258,-5.48781,-3.70857,6.623409246075619
18,4,174.923,298.752,-5.80046,-0.649154,5.836671750862473
19,4,27.5594,297.468,-5.87021,-3.29026,6.729426150252338
20,4,0.0,296.427,-4.19158,-3.26602,5.313777332256217
21,4,57.1279,295.53,-1.81329,-0.786884,1.9766656403033873
22,4,54.9551,295.336,-1.15992,-2.10132,2.4002000226647775
23,4,51.999,294.392,-2.38973,-2.01398,3.125207979207144
24,4,50.1348,293.822,-1.72264,-0.806098,1.9019154963362594
1,5,50.6523,290.225,-1.80545,-5.19123,5.496227671357874
2,5,53.9004,289.26,-1.48516,-3.83612,4.113577139181907
