hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,41.2139,295.426,0.872375,2.90984,3.0377963997320494
2,1,36.6064,295.299,1.32034,2.72741,3.030191912024715
3,1,39.0293,295.034,3.03941,2.61228,4.007744995193681
4,1,41.1162,294.827,2.31759,0.22723,2.3287028322652077
5,1,0.0,294.8,1.24858,1.36708,1.8514480124486348
6,1,7.7832,294.816,1.18761,1.10263,1.620558678049024
7,1,59.1094,295.109,-0.180677,0.785907,0.8064080796829853
8,1,108.81,295.767,2.57936,0.660665,2.6626258189661196
9,1,144.911,296.843,1.16685,1.69703,2.0594780269281827
10,1,280.85,297.938,4.12241,-0.43708,4.145516027529022
11,1,370.835,299.549,3.38062,0.437363,3.4087942117659433
12,1,499.779,300.578,2.11829,-0.641308,2.2132393623293436
13,1,731.674,302.127,2.22545,3.44438,4.1007781318793635
14,1,622.382,301.353,3.35382,0.93324,3.481241946489787
15,1,596.259,302.573,2.28766,-0.802079,2.424194504952315
16,1,620.36,302.332,6.19075,6.00663,8.625832685567232
17,1,440.413,301.204,7.54721,3.61416,8.36794665910939
18,1,132.699,298.147,-0.461704,5.5124,5.531701758375627
19,1,1.95686,295.341,-4.18661,0.0894346,4.187565144541296
20,1,5.18359,293.952,-2.06559,-2.16337,2.9911255080654837
21,1,0.0,294.297,-3.20911,0.495872,3.2471951023127636
22,1,20.9199,294.935,-1.60905,1.47372,2.1819469610648192
23,1,12.4688,293.6,-0.418114,-3.19121,3.218484205506685
24,1,12.5186,293.829,-0.0698624,-1.37539,1.3771631737139065
1,2,41.165,296.052,2.8465,1.15643,3.0724408204064724
2,2,35.6318,296.0,0.840849,-0.181774,0.8602725311649791
3,2,42.1045,295.883,-1.14955,0.854469,1.4323346237737187
4,2,35.3672,295.507,-1.60428,1.12078,1.9570033538039735
5,2,0.0,295.383,2.24467,0.881725,2.4116347950145767
6,2,4.74805,295.431,-0.0155115,0.815522,0.815669503608079
7,2,37.9219,295.557,1.7412,0.321551,1.770641828716638
8,2,91.7009,296.012,1.57009,-0.703593,1.7205306500463746
9,2,199.583,297.133,1.98717,1.61988,2.5637581444629287
10,2,323.116,298.375,2.97104,2.13323,3.657560514126868
11,2,517.21,299.549,3.08667,-1.60658,3.4797458219387227
12,2,700.654,301.323,2.5929,0.952442,2.762295453669647
13,2,817.83,302.552,3.96276,1.72465,4.321791808972292
14,2,806.46,303.878,3.6668,0.823865,3.7582144401597146
15,2,313.259,301.718,-0.150819,0.702315,0.7183263394767033
16,2,347.969,301.015,4.39485,3.11796,5.38854164724557
17,2,404.772,300.677,11.9813,5.08389,13.015278991327845
18,2,193.175,299.105,12.4836,5.81513,13.771565120816877
19,2,39.6522,296.939,5.27384,5.42928,7.569046813436947
20,2,6.85156,296.681,-0.527992,0.937211,1.0757044252883783
21,2,0.0,296.482,-0.149539,3.04665,3.050317710505088
22,2,23.2676,296.049,-1.96159,2.76083,3.38674144525383
23,2,15.4277,296.356,-0.675926,2.73751,2.819722851199387
24,2,13.7422,295.564,0.607872,4.7086,4.747675465781543
1,3,32.7949,294.302,2.32648,-0.402657,2.3610679469360893
2,3,23.1768,294.355,1.94925,-1.26283,2.3225665052695477
3,3,31.0059,293.94,1.58677,0.403297,1.6372194425638245
4,3,37.6348,293.485,0.555387,1.22821,1.3479445551909766
5,3,0.0,293.416,3.27202,0.96278,3.4107272257980408
6,3,13.5996,293.574,1.80578,0.289643,1.828861524514363
7,3,84.625,294.196,1.69383,0.809344,1.8772580481212484
8,3,100.787,294.636,1.61501,1.25246,2.043749826103968
9,3,184.067,295.456,-0.226212,0.88648,0.9148872385950085
10,3,336.475,297.09,-0.00259209,3.13274,3.1327410723726543
11,3,549.007,298.593,1.65356,-0.288712,1.678575375889924
12,3,505.466,299.954,0.965462,0.637012,1.1566767748978104
13,3,619.314,300.711,-0.286266,0.146039,0.3213652319044486
14,3,638.225,301.403,4.47393,0.326306,4.485813777960026
15,3,685.9,301.825,6.95465,1.43474,7.101101005484995
16,3,447.094,300.467,5.99446,1.42265,6.160964511673477
17,3,444.585,299.99,9.20541,4.24209,10.135822652167905
18,3,130.8,298.696,6.57785,4.63154,8.044828984764065
19,3,23.2772,297.229,5.69279,-1.43791,5.871579272410448
20,3,13.3555,296.477,5.67318,-0.197555,5.676618649374379
