hour,bus_id,demandP,demandQ
1,1,57.89820904,5.789820904
2,1,55.513345391,5.551334539100001
3,1,54.231260531000004,5.423126053100001
4,1,53.556772409000004,5.3556772409
5,1,54.0705354,5.40705354
6,1,55.753039517,5.5753039517000005
7,1,58.607071901,5.8607071901
8,1,62.514643583,6.251464358300001
9,1,65.856425642,6.5856425642000005
10,1,64.246387191,6.4246387191
11,1,62.291672303,6.2291672303
12,1,59.503602256,5.950360225600001
13,1,56.2073435,5.62073435
14,1,59.659682152,5.9659682152
15,1,61.601390382,6.1601390382000005
16,1,63.282965452,6.328296545200001
17,1,65.413270223,6.5413270223
18,1,65.047225705,6.5047225705
19,1,64.258464802,6.425846480200001
20,1,63.005180399000004,6.300518039900001
21,1,62.213632355,6.2213632355
22,1,60.781970928,6.0781970928
23,1,59.301070010000004,5.9301070010000005
24,1,59.537047948,5.9537047948
1,2,69.97744535999999,6.997744535999999
2,2,67.095030369,6.7095030369
3,2,65.54546562899999,6.5545465629
4,2,64.730259831,6.4730259831
5,2,65.35120859999999,6.535120859999999
6,2,67.38473160299999,6.7384731603
7,2,70.834197459,7.0834197459
8,2,75.557001297,7.5557001297
9,2,79.595975478,7.9595975478000005
10,2,77.650036569,7.765003656899999
11,2,75.28751177699999,7.528751177699999
12,2,71.917769904,7.1917769904
13,2,67.93381649999999,6.79338165
14,2,72.106412568,7.2106412568
15,2,74.453217138,7.4453217138
16,2,76.485617268,7.648561726800001
17,2,79.060365057,7.9060365057
18,2,78.61795309499999,7.8617953095
19,2,77.66463391799999,7.7664633917999994
20,2,76.149878241,7.6149878241
21,2,75.193190445,7.5193190445
22,2,73.46284315199999,7.346284315199999
23,2,71.67298359,7.167298359
24,2,71.958193332,7.195819333199999
1,3,320.94376224,32.094376224
2,3,307.72388679600004,30.772388679600006
3,3,300.616980636,30.0616980636
4,3,296.878130004,29.687813000400002
5,3,299.72604240000004,29.972604240000006
6,3,309.052569252,30.905256925200003
7,3,324.873160356,32.4873160356
8,3,346.533774348,34.6533774348
9,3,365.058079752,36.50580797520001
10,3,356.13324759600005,35.613324759600005
11,3,345.297790668,34.5297790668
12,3,329.842844736,32.984284473600006
13,3,311.57088600000003,31.157088600000005
14,3,330.708033312,33.070803331200004
15,3,341.471391192,34.1471391192
16,3,350.79276811200003,35.0792768112
17,3,362.601562188,36.2601562188
18,3,360.57248898,36.057248898000005
19,3,356.20019671200004,35.620019671200005
20,3,349.252938444,34.9252938444
21,3,344.86519638000004,34.486519638000004
22,3,336.92915116800003,33.6929151168
23,3,328.72015956,32.872015956000006
24,3,330.028242288,33.0028242288
1,4,74.43862256,7.443862256
2,4,71.372448874,7.1372448874000005
3,4,69.72409683400001,6.972409683400001
4,4,68.85692032600001,6.8856920326000015
5,4,69.5174556,6.951745560000001
6,4,71.680619038,7.168061903800001
7,4,75.349994014,7.5349994014
8,4,80.373884362,8.0373884362
9,4,84.670349788,8.4670349788
10,4,82.600354074,8.2600354074
11,4,80.087214442,8.0087214442
12,4,76.502645984,7.6502645984
13,4,72.264709,7.2264709
14,4,76.703314928,7.6703314928
15,4,79.199732148,7.9199732148
16,4,81.361701128,8.1361701128
17,4,84.100593322,8.4100593322
18,4,83.62997687000001,8.362997687000002
19,4,82.615882028,8.2615882028
20,4,81.004558186,8.1004558186
21,4,79.98687997,7.998687997000001
22,4,78.146220192,7.814622019200001
23,4,76.24225414,7.6242254140000005
24,4,76.545646472,7.654564647200001
1,5,84.05740296,8.405740296000001
2,5,80.595025659,8.0595025659
3,5,78.733677519,7.8733677519
4,5,77.754446541,7.775444654099999
5,5,78.5003346,7.850033460000001
