hour,bus_id,demandP,demandQ
1,1,53.695200412,5.3695200412
2,1,52.190144272,5.2190144272
3,1,51.277820118,5.127782011800001
4,1,50.875542767,5.087554276700001
5,1,51.184915418,5.118491541800001
6,1,52.11024623,5.211024623
7,1,53.893087423,5.3893087423
8,1,55.685219086000004,5.568521908600001
9,1,57.635288739,5.7635288739
10,1,57.079718633,5.7079718633
11,1,56.265873461,5.6265873461
12,1,55.201185599,5.5201185599
13,1,53.48523579,5.348523579
14,1,56.700667457,5.670066745700001
15,1,59.539835089,5.9539835089
16,1,60.762460941,6.0762460941
17,1,62.332550371,6.233255037100001
18,1,62.651213492000004,6.265121349200001
19,1,62.956869955,6.2956869955000005
20,1,63.255094042,6.325509404200001
21,1,61.844800696,6.1844800696
22,1,60.037804281,6.003780428100001
23,1,58.168561717,5.8168561717000005
24,1,56.917135408,5.6917135408
1,2,64.897567908,6.4897567908000005
2,2,63.078513648,6.3078513648
3,2,61.975852362,6.1975852362
4,2,61.48964835299999,6.148964835299999
5,2,61.863565062,6.1863565062
6,2,62.98194657,6.298194657
7,2,65.136739857,6.5136739857
8,2,67.302761874,6.7302761874
9,2,69.659672301,6.9659672301
10,2,68.988194247,6.8988194247
11,2,68.004557499,6.8004557499
12,2,66.717745041,6.6717745041
13,2,64.64379860999999,6.464379860999999
14,2,68.530062063,6.853006206300001
15,2,71.961561951,7.1961561950999995
16,2,73.43926281899999,7.3439262819
17,2,75.336918189,7.5336918189
18,2,75.722063628,7.5722063628
19,2,76.091488845,7.609148884500001
20,2,76.451931078,7.645193107800001
21,2,74.74740986399999,7.4747409864
22,2,72.56342187899999,7.2563421879
23,2,70.304201403,7.0304201402999995
24,2,68.791691472,6.8791691472
1,3,297.64546987200004,29.764546987200006
2,3,289.30258003200004,28.930258003200006
3,3,284.245346808,28.424534680800004
4,3,282.015426252,28.201542625200002
5,3,283.73035360800003,28.373035360800003
6,3,288.85968588000003,28.885968588000004
7,3,298.742405388,29.874240538800002
8,3,308.676624216,30.867662421600002
9,3,319.486331484,31.948633148400003
10,3,316.40667214800004,31.640667214800004
11,3,311.89533171600004,31.189533171600004
12,3,305.993509644,30.599350964400003
13,3,296.48158524,29.648158524000003
14,3,314.305499892,31.430549989200003
15,3,330.04369208400004,33.00436920840001
16,3,336.821002596,33.682100259600006
17,3,345.524387676,34.5524387676
18,3,347.29081435200004,34.72908143520001
19,3,348.98514198000004,34.89851419800001
20,3,350.638270152,35.063827015200005
21,3,342.820673376,34.282067337600004
22,3,332.80405563600004,33.280405563600006
23,3,322.44239245200004,32.244239245200006
24,3,315.50543404800004,31.550543404800006
1,4,69.034894568,6.9034894568
2,4,67.099872608,6.7099872608
3,4,65.926914852,6.5926914852
4,4,65.409714538,6.540971453800001
5,4,65.807469052,6.580746905200001
6,4,66.99714922,6.699714922
7,4,69.28931412200001,6.928931412200001
8,4,71.593423604,7.1593423604
9,4,74.100590946,7.4100590946
10,4,73.386305062,7.338630506200001
11,4,72.339959854,7.2339959854
12,4,70.971110986,7.0971110986
13,4,68.76494706,6.876494706
14,4,72.898966198,7.2898966198
15,4,76.549229846,7.654922984600001
16,4,78.121136574,7.812113657400001
17,4,80.139770594,8.0139770594
18,4,80.549469688,8.054946968800001
19,4,80.94244637,8.094244637000001
20,4,81.325867388,8.1325867388
21,4,79.512680144,7.9512680144
22,4,77.189459334,7.718945933400001
23,4,74.786209838,7.478620983800001
24,4,73.177274912,7.3177274912
1,5,77.955418188,7.7955418188
2,5,75.770357328,7.577035732800001
3,5,74.445832782,7.4445832782
4,5,73.861801083,7.3861801083000005
5,5,74.310952482,7.431095248200001
6,5,75.65436027,7.5654360270000005
7,5,78.242713227,7.8242713227
8,5,80.844554214,8.0844554214
9,5,83.675691711,8.3675691711
10,5,82.869107517,8.2869107517
11,5,81.687556089,8.1687556089
12,5,80.141827851,8.014182785100001
13,5,77.65058871,7.765058871
14,5,82.318795893,8.2318795893
15,5,86.440737861,8.6440737861
16,5,88.215762609,8.8215762609
17,5,90.495239679,9.049523967899999
18,5,90.957879108,9.0957879108
19,5,91.401635295,9.1401635295
20,5,91.834601058,9.1834601058
21,5,89.787118104,8.9787118104
22,5,87.163696269,8.7163696269
23,5,84.449904633,8.4449904633
24,5,82.633066992,8.2633066992
1,6,66.327672132,6.632767213200001
2,6,64.468532592,6.446853259200001
3,6,63.34157269800001,6.334157269800001
4,6,62.844654537000004,6.284465453700001
5,6,63.226810998000005,6.3226810998000005
6,6,64.36983753,6.436983753
7,6,66.572114553,6.657211455300001
8,6,68.78586774600001,6.878586774600001
9,6,71.194715829,7.119471582900001
10,6,70.508440863,7.050844086300001
11,6,69.503128371,6.9503128371
12,6,68.187959289,6.818795928900001
13,6,66.06831069,6.606831069000001
14,6,70.040213127,7.004021312700001
15,6,73.54733067900001,7.354733067900002
16,6,75.057594651,7.505759465100001
17,6,76.99706738100001,7.6997067381000015
18,6,77.39070001200001,7.739070001200002
19,6,77.768266005,7.776826600500001
20,6,78.136651062,7.8136651062
21,6,76.394568456,7.639456845600001
22,6,74.162453391,7.4162453391000005
23,6,71.85344798700001,7.185344798700001
24,6,70.307607888,7.030760788800001
1,7,447.54638918800003,44.754638918800005
2,7,435.00183332800003,43.500183332800006
3,7,427.397664282,42.7397664282
4,7,424.044705833,42.404470583300004
5,7,426.623308982,42.662330898200004
6,7,434.33588777,43.433588777000004
7,7,449.195765977,44.9195765977
8,7,464.133079714,46.4133079714
9,7,480.386797461,48.0386797461
10,7,475.756152767,47.575615276700006
11,7,468.972800339,46.8972800339
12,7,460.098688601,46.0098688601
13,7,445.79634621,44.579634621000004
14,7,472.59678314300004,47.259678314300004
