hour,bus_id,demandP,demandQ
1,1,55.077622348,5.5077622348
2,1,53.090390815,5.3090390815
3,1,52.189215225,5.2189215225000005
4,1,51.752563135,5.1752563135
5,1,52.273758502,5.2273758502000005
6,1,53.769524172000004,5.376952417200001
7,1,56.408017652,5.6408017652
8,1,59.308502386,5.930850238600001
9,1,60.519050627,6.0519050627
10,1,59.018639722,5.901863972200001
11,1,57.37794272,5.737794272
12,1,55.357265495,5.5357265495000005
13,1,52.514381675,5.251438167500001
14,1,55.1853918,5.51853918
15,1,57.10851909,5.7108519090000005
16,1,59.817620142,5.981762014200001
17,1,63.663874722,6.3663874722000005
18,1,65.342662651,6.5342662651
19,1,65.940039872,6.594003987200001
20,1,64.670032623,6.4670032623
21,1,62.853745738,6.2853745738
22,1,61.069046451,6.1069046451
23,1,59.400478039,5.940047803900001
24,1,58.436127253,5.843612725300001
1,2,66.568402932,6.6568402932
2,2,64.166577585,6.4166577585
3,2,63.077390775,6.3077390775
4,2,62.549640464999996,6.2549640465
5,2,63.179572218,6.3179572218
6,2,64.98739774799999,6.4987397748
7,2,68.176357068,6.817635706800001
8,2,71.681966574,7.1681966574
9,2,73.145070093,7.314507009300001
10,2,71.331630198,7.1331630198000004
11,2,69.34863648,6.934863648
12,2,66.906387705,6.6906387705000006
13,2,63.470396324999996,6.3470396325
14,2,66.6986562,6.66986562
15,2,69.02300330999999,6.902300330999999
16,2,72.297300978,7.2297300978
17,2,76.94599519799999,7.6945995198
18,2,78.97502670899999,7.8975026709
19,2,79.69703404799999,7.9697034048
20,2,78.162066657,7.8162066657
21,2,75.966849942,7.5966849942
22,2,73.80981090899999,7.3809810909
23,2,71.79313100099999,7.1793131001
24,2,70.627588827,7.0627588827
1,3,305.30856868800004,30.530856868800004
2,3,294.29286414,29.429286414000003
3,3,289.29743010000004,28.929743010000006
4,3,286.87696206000004,28.687696206000005
5,3,289.766073912,28.976607391200005
6,3,298.057464432,29.805746443200004
7,3,312.68327131200004,31.268327131200007
8,3,328.76135901600003,32.8761359016
9,3,335.471720412,33.54717204120001
10,3,327.154580232,32.7154580232
11,3,318.05980032,31.805980032000004
12,3,306.85869822,30.685869822
13,3,291.09990630000004,29.109990630000006
14,3,305.9059608,30.59059608
15,3,316.56632004,31.656632004000002
16,3,331.583521752,33.1583521752
17,3,352.904240232,35.2904240232
18,3,362.210167356,36.2210167356
19,3,365.521573632,36.5521573632
20,3,358.481616588,35.8481616588
21,3,348.41349952800005,34.84134995280001
22,3,338.520480156,33.852048015600005
23,3,329.271202284,32.92712022840001
24,3,323.925572868,32.392557286800006
1,4,70.812248072,7.081224807200001
2,4,68.25730241000001,6.825730241000001
3,4,67.09867815,6.709867815
4,4,66.53728289,6.653728289
5,4,67.207373828,6.7207373828
6,4,69.130451208,6.9130451208
7,4,72.522711928,7.252271192800001
8,4,76.251809804,7.625180980400001
9,4,77.808188578,7.7808188578
10,4,75.879138908,7.5879138908
11,4,73.76972608,7.376972608
12,4,71.17177993,7.117177993
13,4,67.51673845,6.751673845000001
14,4,70.9508052,7.095080520000001
15,4,73.42333326,7.342333326000001
16,4,76.906372788,7.690637278800001
17,4,81.851428908,8.1851428908
18,4,84.009814514,8.4009814514
19,4,84.777851008,8.4777851008
20,4,83.145026922,8.3145026922
21,4,80.809861532,8.0809861532
22,4,78.515307714,7.8515307714
23,4,76.370061146,7.6370061146
24,4,75.130213742,7.5130213742
1,5,79.962437052,7.9962437052
2,5,77.077347435,7.7077347435
3,5,75.769008525,7.576900852500001
4,5,75.135071115,7.513507111500001
5,5,75.891749598,7.589174959800001
6,5,78.06332242799999,7.8063322428
7,5,81.893922948,8.1893922948
8,5,86.104885914,8.6104885914
9,5,87.862376223,8.7862376223
10,5,85.684059378,8.5684059378
11,5,83.30207328,8.330207328
12,5,80.368426755,8.0368426755
13,5,76.241089575,7.624108957500001
14,5,80.1188982,8.01188982
15,5,82.91092041,8.291092041
16,5,86.844029958,8.6844029958
17,5,92.428074378,9.242807437800002
18,5,94.865361399,9.4865361399
19,5,95.732641728,9.5732641728
20,5,93.888828027,9.388882802700001
21,5,91.251918162,9.1251918162
22,5,88.660867599,8.8660867599
23,5,86.238417411,8.6238417411
24,5,84.838359897,8.483835989700001
1,6,68.035326228,6.803532622800001
2,6,65.580573465,6.5580573465
3,6,64.467384975,6.4467384975
4,6,63.928004985,6.392800498500001
5,6,64.57181812200001,6.457181812200002
6,6,66.419481492,6.641948149200001
7,6,69.67871377200001,6.967871377200002
8,6,73.261574046,7.326157404600001
9,6,74.756918997,7.4756918997
10,6,72.903517542,7.2903517542000005
11,6,70.87682592,7.087682592
12,6,68.38075894500001,6.838075894500001
13,6,64.86905092500001,6.486905092500002
14,6,68.1684498,6.816844980000001
15,6,70.54401699,7.0544016990000005
16,6,73.890468162,7.3890468162000005
17,6,78.641602542,7.864160254200001
18,6,80.71534646100001,8.071534646100002
19,6,81.453264192,8.145326419200002
20,6,79.884471753,7.9884471753
21,6,77.640880518,7.764088051800001
22,6,75.43630826100001,7.543630826100001
23,6,73.37518812900001,7.337518812900001
24,6,72.183961683,7.218396168300001
1,7,459.06879605200004,45.906879605200004
2,7,442.50533618500003,44.25053361850001
3,7,434.994089775,43.4994089775
4,7,431.354619865,43.135461986500005
5,7,435.698753098,43.569875309800004
6,7,448.165873428,44.816587342800005
7,7,470.157563948,47.01575639480001
8,7,494.332936414,49.433293641400006
9,7,504.42278597300003,50.4422785973
10,7,491.91694787800003,49.1916947878
11,7,478.24183328000004,47.824183328000004
12,7,461.399605505,46.13996055050001
13,7,437.704333325,43.770433332500005
14,7,459.9670482,45.996704820000005
15,7,475.99620291,47.59962029100001
16,7,498.576403458,49.85764034580001
17,7,530.6347128780001,53.06347128780001
18,7,544.627313149,54.4627313149
19,7,549.606417728,54.9606417728
20,7,539.020980777,53.9020980777
21,7,523.8823346620001,52.388233466200006
22,7,509.00696934900003,50.900696934900004
23,7,495.09954816100003,49.509954816100006
24,7,487.061740147,48.706174014700004
1,8,1047.9011383680001,104.79011383680002
2,8,1010.0922770400001,101.00922770400001
3,8,992.9466036000001,99.29466036000002
4,8,984.6389061600001,98.46389061600001
5,8,994.555115232,99.45551152320002
6,8,1023.0133979520001,102.30133979520002
7,8,1073.2131016320002,107.32131016320002
8,8,1128.397423776,112.83974237760002
9,8,1151.429189232,115.1429189232
10,8,1122.882526752,112.28825267520001
11,8,1091.66679552,109.166679552
12,8,1053.22159992,105.32215999200001
13,8,999.1331868000001,99.91331868000002
14,8,1049.9515488000002,104.99515488000003
15,8,1086.54076944,108.65407694400001
16,8,1138.0838454720001,113.80838454720002
17,8,1211.2622867520001,121.12622867520003
18,8,1243.202732016,124.3202732016
19,8,1254.568369152,125.45683691520001
20,8,1230.405342768,123.04053427680002
21,8,1195.848856608,119.58488566080001
22,8,1161.893352816,116.18933528160001
23,8,1130.147343024,113.01473430240002
24,8,1111.7997048480001,111.17997048480002
1,9,265.296374272,26.5296374272
2,9,255.72433216,25.572433216
3,9,251.3835744,25.13835744
4,9,249.28032063999999,24.928032064
5,9,251.790800128,25.1790800128
6,9,258.995563008,25.8995563008
7,9,271.704585728,27.1704585728
8,9,285.675560704,28.567556070400002
9,9,291.506496128,29.1506496128
10,9,284.279358208,28.427935820800002
11,9,276.37649408,27.637649408
12,9,266.64335168,26.664335168000004
13,9,252.9498272,25.29498272
14,9,265.8154752,26.58154752
15,9,275.07874176,27.507874176
16,9,288.127865088,28.812786508800002
17,9,306.654398208,30.6654398208
18,9,314.740737664,31.4740737664
19,9,317.618167808,31.761816780800004
20,9,311.500831872,31.1500831872
21,9,302.752191232,30.2752191232
22,9,294.155700864,29.4155700864
23,9,286.118586496,28.6118586496
24,9,281.473528192,28.1473528192
1,10,582.845666144,58.284566614400006
2,10,561.8162673200001,56.18162673200001
3,10,552.2797938,55.22797938
4,10,547.65902828,54.76590282800001
5,10,553.1744526560001,55.317445265600014
6,10,569.003032416,56.9003032416
7,10,596.9242538560001,59.69242538560001
8,10,627.617934608,62.76179346080001
9,10,640.428269656,64.0428269656
10,10,624.5505328160001,62.455053281600016
11,10,607.18825216,60.718825216000006
12,10,585.8049223600001,58.58049223600001
13,10,555.7207894000001,55.57207894000001
14,10,583.9861104,58.398611040000006
15,10,604.33714152,60.43371415200001
16,10,633.005550576,63.30055505760001
17,10,673.707612816,67.37076128160001
18,10,691.4729815280001,69.14729815280002
19,10,697.794582016,69.77945820160001
20,10,684.355036344,68.4355036344
21,10,665.134618064,66.5134618064
22,10,646.2484679280001,64.62484679280001
23,10,628.591244792,62.859124479200005
24,10,618.386234984,61.838623498400004
1,11,482.760223836,48.27602238360001
2,11,465.34196395500004,46.534196395500004
3,11,457.44308032500004,45.74430803250001
4,11,453.615786195,45.3615786195
5,11,458.184109614,45.818410961400005
6,11,471.294627804,47.129462780400004
7,11,494.421256164,49.442125616400006
8,11,519.844261002,51.98442610020001
9,11,530.454823239,53.0454823239
10,11,517.3035891540001,51.73035891540001
11,11,502.92273504,50.29227350400001
12,11,485.211320715,48.521132071500006
13,11,460.293192975,46.0293192975
14,11,483.70483260000003,48.37048326000001
15,11,500.56121313,50.056121313000006
16,11,524.3067230940001,52.43067230940001
17,11,558.019484154,55.801948415400005
18,11,572.734208607,57.27342086070001
19,11,577.9702727040001,57.79702727040001
20,11,566.8385470110001,56.68385470110001
21,11,550.918632066,55.0918632066
22,11,535.2755852070001,53.52755852070001
23,11,520.650435723,52.0650435723
24,11,512.197815921,51.219781592100006
1,12,264.89632584,26.489632584
2,12,255.3387177,25.53387177
3,12,251.0045055,25.10045055
4,12,248.9044233,24.89044233
5,12,251.41111716,25.141111716
6,12,258.60501576,25.860501576000004
7,12,271.29487416,27.129487416000003
8,12,285.24478188,28.524478188000003
9,12,291.06692466,29.106692466
10,12,283.85068476,28.385068476
11,12,275.9597376,27.59597376
12,12,266.2412721,26.62412721
13,12,252.5683965,25.256839650000003
14,12,265.414644,26.541464400000002
15,12,274.6639422,27.46639422
16,12,287.69338836,28.769338836
17,12,306.19198475999997,30.619198475999998
18,12,314.26613058,31.426613058
19,12,317.13922176,31.713922176
20,12,311.03111034,31.103111034
21,12,302.29566203999997,30.229566203999997
22,12,293.71213458,29.371213458
23,12,285.68713962,28.568713962
24,12,281.04908574,28.104908574000003
1,13,285.511803284,28.5511803284
2,13,275.210377145,27.5210377145
3,13,270.53885617500003,27.053885617500004
4,13,268.27533570500003,26.827533570500005
5,13,270.977112266,27.0977112266
6,13,278.73087387600003,27.873087387600005
7,13,292.408316716,29.240831671600002
8,13,307.443871838,30.7443871838
9,13,313.719121141,31.371912114100002
10,13,305.941279526,30.594127952600005
11,13,297.43622176,29.743622176000002
12,13,286.96141958500004,28.696141958500007
13,13,272.224456525,27.2224456525
14,13,286.0704594,28.607045940000003
15,13,296.03958147000003,29.603958147000004
16,13,310.083040386,31.008304038600002
17,13,330.02128452600004,33.002128452600004
18,13,338.72379833300005,33.87237983330001
19,13,341.82048697600004,34.1820486976
20,13,335.23701360900003,33.523701360900006
21,13,325.821731654,32.5821731654
22,13,316.570193733,31.657019373300002
23,13,307.920655937,30.792065593700002
24,13,302.921646899,30.2921646899
1,14,306.19029961999996,30.619029962
2,14,295.14278172499996,29.5142781725
3,14,290.13292087499997,29.013292087499998
4,14,287.705462525,28.770546252499997
5,14,290.60291813,29.060291813
6,14,298.91825417999996,29.891825417999996
7,14,313.58630038,31.358630038
8,14,329.71082158999997,32.971082159
9,14,336.440562505,33.6440562505
10,14,328.09940243,32.809940243
11,14,318.9783568,31.89783568
12,14,307.744905925,30.7744905925
13,14,291.940602625,29.194060262500003
14,14,306.78941699999996,30.678941699999996
15,14,317.48056335,31.748056335
16,14,332.54113473,33.254113473000004
17,14,353.92342743,35.392342743
18,14,363.25623006499995,36.325623006499995
19,14,366.57719968,36.657719968
20,14,359.51691124499996,35.951691124499995
21,14,349.41971746999997,34.941971747
22,14,339.498127065,33.949812706500005
23,14,330.222137285,33.0222137285
24,14,324.86106969499997,32.4861069695
1,15,90.57705940000001,9.057705940000002
2,15,87.30898825,8.730898825
3,15,85.82697375000001,8.582697375
4,15,85.10888425,8.510888425000001
