hour,bus_id,demandP,demandQ
1,1,49.959070413290,4.995907041329
1,2,60.381973433187,6.038197343319
1,3,276.935198554709,27.693519855471
1,4,64.231423520788,6.423142352079
1,5,72.531254124557,7.253125412456
1,6,61.712570527098,6.171257052710
1,7,416.405961782391,41.640596178239
1,8,950.516099389955,95.051609938995
1,9,240.641474297896,24.064147429790
1,10,528.679823740186,52.867982374019
1,11,437.895664104213,43.789566410421
1,12,240.278603735751,24.027860373575
1,13,258.978214309369,25.897821430937
1,14,277.734987213686,27.773498721369
1,15,82.159423291766,8.215942329177
1,16,353.946032767936,35.394603276794
1,17,381.662880016687,38.166288001669
1,18,398.471885488959,39.847188548896
1,19,375.134920340997,37.513492034100
1,20,193.726795408800,19.372679540880
1,21,584.753273880522,58.475327388052
1,22,472.202204194829,47.220220419483
1,23,276.328675574503,27.632867557450
1,24,452.079289228970,45.207928922897
1,25,365.584240278715,36.558424027871
1,26,431.494666105645,43.149466610565
1,27,24.578672935527,2.457867293553
1,28,97.824751953769,9.782475195377
1,29,475.742074284465,47.574207428447
1,30,369.642604434770,36.964260443477
1,31,300.625838819332,30.062583881933
1,32,123.948905025045,12.394890502505
1,33,357.429063174082,35.742906317408
1,34,799.352762596614,79.935276259661
1,35,486.972509496379,48.697250949638
1,36,561.778426451215,56.177842645122
1,37,688.729348666879,68.872934866688
1,38,278.943247240484,27.894324724048
1,39,538.160059161625,53.816005916163
1,40,815.758996801775,81.575899680177
1,41,147.397774980332,14.739777498033
1,42,899.570320034045,89.957032003405
1,43,468.865117876659,46.886511787666
1,44,144.658123745953,14.465812374595
1,45,264.861901281287,26.486190128129
1,46,833.217652431318,83.321765243132
1,47,2110.412116031268,211.041211603127
1,48,147.210639598550,14.721063959855
1,49,301.182620354668,30.118262035467
1,50,358.158944937566,35.815894493757
1,51,1434.874843838378,143.487484383838
1,52,330.206834098213,33.020683409821
1,53,685.310256182841,68.531025618284
1,54,294.449457053437,29.444945705344
1,55,857.091126114923,85.709112611492
1,56,119.080427499294,11.908042749929
1,57,1349.539012539005,134.953901253901
1,58,1010.227665695362,101.022766569536
1,59,91.731774491651,9.173177449165
1,60,133.589603658909,13.358960365891
1,61,639.553020384972,63.955302038497
1,62,752.755407238522,75.275540723852
1,63,104.290064296191,10.429006429619
1,64,380.000762914534,38.000076291453
1,65,90.370364589188,9.037036458919
1,66,26.105600856703,2.610560085670
1,67,20.683406944110,2.068340694411
1,68,32.655715640812,3.265571564081
1,69,33.979859790523,3.397985979052
1,70,187.415063138323,18.741506313832
1,71,211.361831513126,21.136183151313
1,72,73.792804715534,7.379280471553
1,73,239.639977358153,23.963997735815
1,74,68.150081434928,6.815008143493
1,75,141.432619587896,14.143261958790
1,76,62.960838807932,6.296083880793
1,77,259.646362906679,25.964636290668
1,78,62.841244242103,6.284124424210
1,79,114.549223857029,11.454922385703
1,80,30.395303062306,3.039530306231
1,81,165.907131249138,16.590713124914
1,82,72.137463204790,7.213746320479
1,83,189.704944162006,18.970494416201
1,84,276.723703308575,27.672370330857
1,85,178.669172766773,17.866917276677
1,86,174.965290345403,17.496529034540
1,87,40.026967574290,4.002696757429
1,88,11.254956399871,1.125495639987
1,89,60.712364176195,6.071236417620
1,90,121.589170880405,12.158917088040
1,91,40.702268184755,4.070226818475
1,92,20.657541392778,2.065754139278
1,93,80.539519199584,8.053951919958
1,94,29.770765612877,2.977076561288
1,95,45.747879028780,4.574787902878
1,96,118.357428876289,11.835742887629
1,97,36.827597840241,3.682759784024
1,98,189.868526297460,18.986852629746
1,99,609.181055470854,60.918105547085
1,100,142.760205307847,14.276020530785
1,101,222.644589347590,22.264458934759
1,102,65.545780705131,6.554578070513
1,103,68.714068757953,6.871406875795
1,104,145.160270353734,14.516027035373
1,105,97.310882497359,9.731088249736
1,106,115.165641351674,11.516564135167
1,107,21.867038233880,2.186703823388
1,108,597.743104328395,59.774310432840
1,109,313.018933252368,31.301893325237
1,110,183.181877969000,18.318187796900
1,111,116.002104243518,11.600210424352
1,112,21.445822301266,2.144582230127
1,113,455.863026834807,45.586302683481
1,114,50.425080533555,5.042508053356
1,115,21.988407359363,2.198840735936
1,116,31.040382384104,3.104038238410
1,117,187.426194467067,18.742619446707
1,118,68.069957377785,6.806995737779
1,119,68.575222908596,6.857522290860
1,120,28.117467534463,2.811746753446
1,121,65.434413643157,6.543441364316
1,122,54.186179060160,5.418617906016
1,123,44.071242802177,4.407124280218
1,124,85.647024533387,8.564702453339
1,125,18.240806241042,1.824080624104
1,126,303.881295393381,30.388129539338
1,127,239.456713742891,23.945671374289
1,128,361.795501641123,36.179550164112
1,129,42.822544325064,4.282254432506
1,130,54.171767484781,5.417176748478
1,131,138.823855571695,13.882385557169
1,132,74.521234566573,7.452123456657
1,133,223.046016251326,22.304601625133
1,134,508.167527366430,50.816752736643
1,135,107.845959197255,10.784595919726
1,136,124.017682655304,12.401768265530
1,137,1475.916483113485,147.591648311348
1,138,31.893569156331,3.189356915633
1,139,33.837195949182,3.383719594918
1,140,39.129201712553,3.912920171255
1,141,40.672530866903,4.067253086690
1,142,55.265326428435,5.526532642843
1,143,79.460371831309,7.946037183131
1,144,36.552541093743,3.655254109374
1,145,113.543156081812,11.354315608181
1,146,33.208732958698,3.320873295870
1,147,45.016115156571,4.501611515657
1,148,243.722432505887,24.372243250589
1,149,964.191393835406,96.419139383541
1,150,536.185189363942,53.618518936394
1,151,453.161017774925,45.316101777492
1,152,203.093297688725,20.309329768872
1,153,159.145736317035,15.914573631704
1,154,108.930053822750,10.893005382275
1,155,305.235499508154,30.523549950815
1,156,328.838110858991,32.883811085899
1,157,154.805539823072,15.480553982307
1,158,404.992316729750,40.499231672975
1,159,281.675638912639,28.167563891264
1,160,803.894290949597,80.389429094960
1,161,132.557078812474,13.255707881247
1,162,47.830728092732,4.783072809273
1,163,50.308497341686,5.030849734169
1,164,42.308782417724,4.230878241772
1,165,1233.644349816407,123.364434981641
1,166,396.248039594250,39.624803959425
1,167,1646.459301926382,164.645930192638
1,168,104.851094019791,10.485109401979
1,169,29.548838106954,2.954883810695
1,170,129.843239354893,12.984323935489
1,171,36.347928988088,3.634792898809
1,172,383.339301145150,38.333930114515
1,173,39.778851869825,3.977885186982
1,174,288.451499194655,28.845149919466
1,175,130.783702197416,13.078370219742
1,176,378.983294937898,37.898329493790
1,177,484.569271752928,48.456927175293
1,178,547.736497226169,54.773649722617
1,179,292.356874798651,29.235687479865
1,180,273.440122652724,27.344012265272
1,181,247.891088233216,24.789108823322
1,182,447.525930478287,44.752593047829
1,183,202.447626847042,20.244762684704
1,184,399.999566253626,39.999956625363
1,185,228.593612379527,22.859361237953
1,186,342.309438493206,34.230943849321
1,187,47.309652848633,4.730965284863
1,188,43.207946417371,4.320794641737
1,189,78.871863320326,7.887186332033
1,190,141.526241053322,14.152624105332
1,191,196.974777322484,19.697477732248
1,192,98.390137414704,9.839013741470
1,193,28.064822264703,2.806482226470
2,1,48.180053093278,4.818005309328
2,2,58.231801789370,5.823180178937
2,3,267.073675698616,26.707367569862
2,4,61.944174899322,6.194417489932
2,5,69.948452718079,6.994845271808
2,6,59.515016991335,5.951501699133
2,7,401.577955335535,40.157795533554
2,8,916.668700113380,91.666870011338
2,9,232.072352671979,23.207235267198
2,10,509.853801650620,50.985380165062
2,11,422.302420187641,42.230242018764
2,12,231.722403747680,23.172240374768
2,13,249.756130612639,24.975613061264
2,14,267.844984286509,26.784498428651
2,15,79.233767633462,7.923376763346
2,16,341.342192915939,34.134219291594
2,17,368.072057202362,36.807205720236
2,18,384.282502460843,38.428250246084
2,19,361.776554880888,36.177655488089
2,20,186.828281854972,18.682828185497
2,21,563.930504490271,56.393050449027
2,22,455.387321674776,45.538732167478
2,23,266.488750696071,26.648875069607
2,24,435.980973569694,43.598097356969
2,25,352.565969722457,35.256596972246
2,26,416.129358501951,41.612935850195
2,27,23.703438778976,2.370343877898
2,28,94.341261836520,9.434126183652
2,29,458.801138774475,45.880113877448
2,30,356.479817576172,35.647981757617
2,31,289.920704202566,28.992070420257
2,32,119.535146982473,11.953514698247
2,33,344.701194364632,34.470119436463
2,34,770.888213562878,77.088821356288
2,35,469.631663848190,46.963166384819
2,36,541.773779799502,54.177377979950
2,37,664.204043653334,66.420404365333
2,38,269.010218782668,26.901021878267
2,39,518.996450666367,51.899645066637
2,40,786.710230036089,78.671023003609
2,41,142.149014495959,14.214901449596
2,42,867.537074285667,86.753707428567
2,43,452.169067318635,45.216906731864
2,44,139.506920861360,13.950692086136
2,45,255.430302456634,25.543030245663
2,46,803.547191737140,80.354719173714
2,47,2035.261404144034,203.526140414403
2,48,141.968542910814,14.196854291081
2,49,290.457659028024,29.045765902802
2,50,345.405085406351,34.540508540635
2,51,1383.779673769737,138.377967376974
2,52,318.448335147222,31.844833514722
2,53,660.906703329565,66.090670332956
2,54,283.964260278701,28.396426027870
2,55,826.570543054163,82.657054305416
2,56,114.840033487892,11.484003348789
2,57,1301.482608417035,130.148260841703
2,58,974.253967634931,97.425396763493
2,59,88.465252231207,8.846525223121
2,60,128.832545196517,12.883254519652
2,61,616.778859638613,61.677885963861
2,62,725.950166545854,72.595016654585
2,63,100.576347664691,10.057634766469
2,64,366.469127252575,36.646912725257
2,65,87.152321449274,8.715232144927
2,66,25.175993566391,2.517599356639
2,67,19.946881246453,1.994688124645
2,68,31.492862064038,3.149286206404
2,69,32.769854107894,3.276985410789
2,70,180.741307189783,18.074130718978
2,71,203.835343210988,20.383534321099
