hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,12.833,295.777,0.682207,2.02913,2.140741681695622
2,1,10.8164,295.622,0.254073,-0.297875,0.39151322449439685
3,1,12.0264,294.884,0.854985,-1.54369,1.764646753977974
4,1,11.8594,294.152,1.1466,-1.11302,1.5979690486364246
5,1,0.0,293.792,0.620453,1.29457,1.4355742440253656
6,1,25.5586,294.386,0.303394,-1.57202,1.6010292938094544
7,1,159.727,295.608,0.31953,-1.52524,1.5583505634163322
8,1,335.414,297.484,0.281546,-1.51021,1.5362299288244583
9,1,513.697,299.39,2.0106,0.828712,2.1746898489081152
10,1,668.881,301.111,0.485204,1.63576,1.7062044716903073
11,1,791.318,302.873,-1.47231,1.46205,2.07491853782263
12,1,870.651,304.956,0.908447,2.13694,2.3220225053622974
13,1,896.512,305.718,0.963928,1.79732,2.039489242821349
14,1,870.58,306.095,3.57274,-0.777244,3.656306790073284
15,1,787.283,305.845,3.58278,0.712348,3.6529101003862663
16,1,664.782,305.329,3.36714,-0.41123,3.392158883734664
17,1,512.057,304.921,1.0233,-0.203697,1.0433769011287342
18,1,336.83,303.474,2.4904,0.367044,2.5173028141119618
19,1,164.078,302.663,1.45979,0.394157,1.512066990827126
20,1,30.8203,300.36,-0.740944,0.30558,0.8014843401689143
21,1,0.0,298.974,-0.690604,0.780007,1.04179883128414
22,1,29.5947,298.47,2.03303,1.98236,2.839535551899289
23,1,25.0,297.718,0.286586,2.09434,2.113857036555689
24,1,21.71,297.108,0.547794,-0.00575638,0.5478242440296928
1,2,10.6904,296.37,-2.86076,0.398272,2.8883504571959406
2,2,10.1387,295.93,-5.13753,-0.401391,5.153186318752796
3,2,11.5371,295.134,-3.37744,0.583753,3.4275163775843582
4,2,12.1396,294.319,-2.08583,-0.137435,2.090352881243978
5,2,0.0,294.38,-3.70377,0.17787,3.708038558294668
6,2,22.2578,294.812,-2.097,0.45142,2.145038231920354
7,2,147.196,296.241,-3.41778,-0.11264,3.4196356381930517
8,2,317.007,298.597,-4.62373,-0.123496,4.625378943926217
9,2,492.15,300.767,-2.18764,-0.08535,2.189304316923529
10,2,642.866,302.282,-0.633937,0.222676,0.6719082682517011
11,2,763.568,303.806,-0.488911,-0.948111,1.0667466588848544
12,2,843.839,305.432,0.060791,0.261456,0.2684302248574106
13,2,871.527,306.311,-1.45551,-0.237839,1.4748141408397875
14,2,846.877,306.439,1.31932,-0.90908,1.6021959021293246
15,2,773.752,306.258,2.27272,-1.16509,2.553955932763915
16,2,659.844,305.633,2.59175,-0.749609,2.6979773378182776
17,2,509.026,305.141,1.93541,-1.441,2.41294278177084
18,2,339.424,304.547,1.04167,-1.84438,2.1182100871490532
19,2,166.992,303.325,0.305008,-1.31043,1.3454577901086306
20,2,33.0859,301.299,-1.35764,-1.1246,1.7629269779545607
21,2,0.0,299.799,-2.58025,0.137918,2.5839333267760605
22,2,28.3018,298.629,-2.99871,3.26654,4.434246862286763
23,2,21.8652,297.857,0.07516,2.30186,2.3030867298475757
24,2,20.3643,297.455,-0.102108,0.793072,0.7996181844155371
1,3,10.9443,296.098,-2.42033,0.698565,2.5191249211035562
2,3,11.4668,296.113,-2.79183,-0.765649,2.8949150488573925
3,3,11.4326,295.258,-2.104,-3.2683,3.8869783752935905
4,3,15.4395,294.669,-2.27821,1.5359,2.747586143162758
5,3,0.0,294.917,-1.71353,-0.704943,1.8528706630925431
6,3,28.125,295.691,-1.43196,-1.43872,2.0298829227322446
7,3,181.117,296.925,-1.81182,-1.81674,2.5657817405227594
8,3,372.148,298.261,-3.47724,1.82572,3.927397552578552
9,3,556.634,299.797,-1.65298,0.463478,1.7167279157991227
10,3,710.522,301.421,-0.562648,0.365743,0.6710742983850596
11,3,824.084,302.68,-0.947895,-1.37682,1.6715676006147642
12,3,888.12,303.838,0.591064,-1.04421,1.1998879848535864
13,3,903.09,304.68,2.48053,1.45406,2.8752946917663933
14,3,866.455,305.084,2.9912,1.50254,3.347372684897814
15,3,775.502,304.725,2.37184,1.52875,2.8218259244857755
16,3,625.422,304.365,1.80073,-1.53525,2.366351853676879
17,3,461.307,303.542,2.28013,-2.67587,3.51557578126258
18,3,290.971,302.487,1.88151,-0.250631,1.898129547280954
19,3,126.289,301.091,1.50862,-1.46375,2.1020224468116417
20,3,22.0312,299.62,0.674583,-2.75838,2.8396694258819983
21,3,0.0,298.749,-1.61346,-1.54568,2.234363406879015
22,3,20.9365,297.338,-0.869805,0.349545,0.9374126332890975
23,3,21.1738,297.214,-0.396031,-0.038476,0.3978956591080129
24,3,21.5771,297.182,-0.307674,0.0254936,0.30872838210465847
1,4,13.7314,296.226,0.144121,-0.854658,0.8667243850296357
2,4,13.6553,295.938,-0.320146,-2.022,2.0471876956732618
3,4,13.502,295.415,1.39014,-0.621813,1.5228724918945118
4,4,16.7695,294.377,0.495228,0.122331,0.5101133653855778
5,4,0.0,294.287,0.188812,0.415663,0.4565366369887525
6,4,20.4922,294.858,-0.59602,1.88013,1.9723409079821876
7,4,142.555,295.974,-0.519826,0.00454712,0.5198458873322885
8,4,309.281,297.451,0.21221,0.00638676,0.2123060875323588
9,4,479.103,299.89,0.655618,0.823341,1.0524853273110273
10,4,628.256,302.111,0.289891,0.93752,0.981315719980578
11,4,748.506,303.701,-0.316059,-1.45006,1.4841048800812562
12,4,828.745,305.549,0.321533,0.634992,0.7117571988768361
13,4,858.043,306.285,0.862854,1.4189,1.6606607827355953
14,4,836.97,306.564,1.18163,1.12901,1.6342928247410253
15,4,759.174,306.11,0.406994,-0.87359,0.9637445741149467
16,4,638.172,305.808,2.81831,-2.62021,3.8481647184339707
17,4,495.932,305.412,1.33824,-2.23592,2.605805929842052
18,4,330.299,304.759,1.46599,-3.81899,4.090698143373573
19,4,160.969,304.162,0.514969,-2.90662,2.951886328326516
20,4,31.1484,301.923,-0.37278,-1.89608,1.9323778861289012
21,4,0.0,300.813,-2.32049,-2.67165,3.5386985690504917
22,4,24.9951,299.296,-1.34246,1.54925,2.0499693690638403
23,4,21.4902,298.503,-0.418981,1.36045,1.4235059820250142
24,4,21.1621,297.936,0.0673256,2.01768,2.0188029420464395
1,5,13.8389,295.832,0.0699024,-3.18376,3.184527293512455
2,5,14.8955,294.86,-0.727372,-3.27688,3.356637091015947
3,5,15.1279,294.255,-0.622554,-2.55931,2.6339402345186196
4,5,16.2354,294.248,0.0255013,-3.57835,3.578440867025986
5,5,0.0,293.474,-0.523102,-1.61754,1.7000209863422273
6,5,28.1133,294.861,0.252613,-0.267818,0.36815731541421254
7,5,178.305,295.991,-0.340627,0.359528,0.49526471296974106
8,5,361.89,297.031,-0.420603,-0.0414648,0.42264194449680453
9,5,539.837,298.512,-0.348777,-1.46133,1.5023750412693229
10,5,692.225,300.231,1.85532,-0.814433,2.0262066562641134
11,5,808.224,301.989,-0.7477,-0.0926418,0.7534174096125202
12,5,874.167,303.845,0.970947,2.23509,2.4368761529690017
13,5,888.824,305.842,-0.295837,0.544387,0.6195778694708196
14,5,854.189,306.464,0.510729,1.64317,1.720712573424452
15,5,766.127,306.708,2.45924,0.801215,2.586466093693285
16,5,638.422,305.97,4.40132,-0.0166988,4.401351677873678
17,5,478.885,305.215,4.47252,-0.80233,4.543915555916505
18,5,305.705,303.903,2.87663,-0.0509243,2.877080715105242
19,5,140.352,301.744,4.54817,-0.201546,4.552633429018418
20,5,23.3203,300.108,2.73562,-2.55477,3.7430557753391813
21,5,0.0,299.031,1.12385,-0.915305,1.4494212864191696
22,5,24.4141,298.341,0.962714,-0.196353,0.9825338398269038
23,5,22.6816,297.518,-0.339391,-0.0438471,0.3422116582751236
24,5,25.0918,297.213,-1.08502,-1.2333,1.6426494727725693
1,6,12.4346,297.016,-2.67326,-2.05144,3.369677299267691
2,6,13.1104,296.492,-4.52913,-0.837914,4.6059872370965165
3,6,16.54,296.256,-3.74267,-0.911364,3.852033627760277
4,6,16.6768,296.167,-3.10731,-2.59154,4.046165469639125
5,6,0.0,295.426,-3.69107,-2.64879,4.543136164479335
6,6,18.0352,296.49,-3.39289,-1.03686,3.547785395383999
7,6,146.821,297.539,-2.76494,-0.505707,2.8108064276020506
8,6,320.547,298.705,-2.56709,0.873086,2.7114996277882835
9,6,493.322,299.921,-2.46255,-1.85683,3.0841482051613536
10,6,642.71,301.292,-1.85952,-2.26902,2.933643875933137
11,6,760.349,303.167,-2.10903,-0.925161,2.3030263604268626
12,6,834.432,305.753,-2.30542,0.259992,2.3200338826112
13,6,841.309,306.826,-3.67474,-0.582078,3.7205549136767218
14,6,612.455,305.462,-0.603041,-3.27773,3.3327424743866727
15,6,392.627,304.211,-0.0661507,-1.55181,1.5532192991366318
16,6,588.032,305.05,-1.57329,-1.06943,1.9023464324354804
17,6,429.494,304.603,-0.984026,-1.8287,2.0766441338553894
18,6,329.408,305.104,2.32878,0.519388,2.385996685442794
19,6,161.688,303.627,1.74055,-0.779182,1.9069973496636015
20,6,34.2812,301.547,-5.90745,-0.941002,5.981926969338893
21,6,0.0,300.727,-1.40447,-0.803489,1.6180638287845757
22,6,23.8389,299.74,-3.04217,2.49554,3.934783119880942
23,6,18.6729,299.123,-2.69339,1.44297,3.0555706689585826
24,6,17.0439,298.988,-2.41168,-1.57021,2.8778046956838472
1,7,13.6826,297.581,-0.291426,-2.83757,2.8524958577316113
2,7,13.8936,296.743,-0.447099,-0.00490665,0.44712592299622095
3,7,13.7139,296.11,0.216313,0.216566,0.30609172861251904
4,7,17.582,295.61,0.887806,-1.88646,2.0849294532995595
5,7,0.0,295.202,0.198578,-2.38951,2.397747122234536
6,7,21.1445,295.682,0.410816,0.358158,0.5450201269861509
7,7,147.594,296.855,-0.0618181,-0.405609,0.4102927471557473
8,7,316.25,298.287,-0.0416965,-0.151816,0.15743791147068104
9,7,487.197,300.527,-0.338035,-0.797264,0.8659662504514827
10,7,637.225,302.364,-0.365382,0.425801,0.5610797603950797
11,7,755.74,303.884,-0.386372,1.15931,1.221999590214334
12,7,833.057,305.538,1.99536,0.555402,2.0712153222695124
13,7,855.699,306.232,-1.20844,-0.303757,1.2460319211998543
14,7,826.486,306.693,-0.462416,-2.3583,2.4032077411360007
15,7,753.112,306.508,0.553967,-0.671929,0.8708432798902452
16,7,570.188,306.27,2.28413,-3.31455,4.02535607858485
17,7,475.041,305.778,1.20299,-2.33651,2.6280152054735146
18,7,323.119,304.778,2.37077,-3.00942,3.8310780635873236
19,7,156.656,304.107,2.02083,-1.70838,2.646188979135844
20,7,29.7969,302.553,-0.947975,-3.42147,3.550368088174098
21,7,0.0,301.21,-2.43914,0.0129175,2.4391742048091296
22,7,22.9941,299.921,-0.920587,-2.0152,2.2155160718372144
23,7,22.9609,299.458,-0.285192,-1.3998,1.428556795113166
24,7,22.4229,298.898,0.153751,-1.92714,1.9332635489247192
1,8,15.7275,296.152,-5.00041,-0.831709,5.069106432970312
2,8,13.9072,295.715,-4.26253,-0.500024,4.291757915059516
3,8,17.8027,295.086,-2.354,-0.658923,2.4444826691815593
4,8,17.5898,294.625,-2.01551,0.226823,2.0282330323286324
5,8,0.0,294.523,-3.52408,0.486464,3.55749730424297
6,8,17.2852,294.846,-2.70539,0.047123,2.7058003675860864
7,8,134.492,296.399,-0.952443,-1.01987,1.3954506387361039
8,8,300.617,298.592,-1.83271,0.919473,2.0504283800779293
9,8,470.978,300.586,0.145852,-1.09463,1.1043041441577588
10,8,622.835,302.553,-0.0216322,-1.65477,1.6549113888594884
11,8,745.084,304.773,-1.59829,-0.306997,1.6275067072393279
12,8,824.604,306.0,-0.365967,1.20579,1.2601037136636808
13,8,849.512,306.625,1.04596,2.01802,2.272979771577389
14,8,828.408,306.806,1.54784,-0.992088,1.8384904855190305
15,8,762.83,306.5,1.53981,-1.10357,1.894434369673439
16,8,642.969,305.971,2.77827,-1.48789,3.1516029009061404
17,8,499.557,305.836,2.9525,-2.45858,3.842118148417615
18,8,336.236,304.936,1.21354,-1.15493,1.6752738989490645
19,8,167.844,303.158,-1.31364,-2.46082,2.789495495963383
20,8,34.0703,301.148,-1.43723,-3.32723,3.62437436612169
21,8,0.0,299.836,-5.04656,-2.60085,5.6773399190201745
22,8,23.416,298.523,-4.24383,0.514585,4.274914126754478
23,8,21.834,297.891,-4.65775,0.263282,4.665185148954326
24,8,19.4482,297.533,-3.99127,1.00157,4.115018672837342
1,9,14.4229,299.618,-0.518965,-0.809736,0.9617676751279386
2,9,13.1152,298.939,-0.574052,-1.35452,1.4711424571074005
3,9,15.0674,298.226,0.0864305,0.128187,0.15460316393673837
4,9,15.8447,297.629,0.482533,-0.0256186,0.4832125916767484
5,9,0.0,297.192,0.414398,-1.80113,1.8481869438192662
6,9,20.7734,297.807,0.68816,-1.7395,1.8706748610060489
7,9,148.563,298.59,0.43867,-0.22641,0.4936525670955232
8,9,317.562,299.511,0.580374,-1.59566,1.697929567289527
9,9,486.4,300.621,0.318704,-0.819237,0.8790457904938741
10,9,631.897,301.786,-3.58511,-0.0527143,3.585497526079817
11,9,744.24,303.114,-1.57387,-1.00084,1.865140070477282
12,9,813.292,305.633,-0.164795,1.00364,1.0170794667207672
13,9,828.543,306.633,-0.0883179,1.17866,1.1819642325639175
14,9,722.736,307.166,1.87206,0.221291,1.8850937245349368
15,9,715.58,306.806,0.691174,-4.95367,5.0016565223109835
16,9,604.204,307.082,1.51948,-4.15244,4.42171656984027
17,9,455.026,307.09,1.03551,-3.12264,3.2898573722427544
18,9,289.76,305.973,2.31511,-3.97768,4.602355103042354
19,9,131.117,305.022,2.11555,-2.32069,3.1402474231499657
20,9,24.2031,304.379,-0.676979,-3.43417,3.5002605839195744
21,9,0.0,303.435,-0.612479,-1.52956,1.6476299096098614
22,9,24.1006,302.714,-0.700372,-0.360904,0.7878912587406971
23,9,24.3252,302.245,-0.488805,-0.471581,0.6792046581009291
24,9,21.6045,301.843,0.145451,-0.477924,0.4995671558229184
1,10,13.9678,297.675,-2.98381,-2.39274,3.8246995729991657
2,10,11.377,297.426,-4.75374,0.0820074,4.75444730765362
3,10,15.2939,296.796,-2.60888,-2.48656,3.6040581970883876
4,10,16.9043,296.467,-1.76258,-1.64232,2.409129145313717
5,10,0.0,296.379,-4.50748,-1.90074,4.89184919003029
