hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,23.5898,271.983,1.80505,0.704393,1.937620964210751
2,1,24.5752,271.875,6.56087,0.782839,6.607408876164771
3,1,23.7861,271.625,5.92977,-0.148542,5.931630212569223
4,1,25.8057,271.111,0.990291,-0.37158,1.0577088262281826
5,1,25.5625,271.125,1.18555,3.42934,3.628484757870701
6,1,25.1318,270.595,0.757666,2.57802,2.6870513370525693
7,1,0.0,270.109,0.372035,2.16552,2.1972453007402244
8,1,5.00391,270.36,4.57415,2.08002,5.024871284212164
9,1,100.717,271.235,-0.283215,1.01281,1.051662889107056
10,1,241.703,272.141,-0.641924,1.02138,1.2063513278377902
11,1,357.763,274.108,-1.65385,0.254751,1.6733552804174612
12,1,421.919,277.049,1.54411,1.33379,2.040409629510702
13,1,423.246,279.064,1.68015,0.0708685,1.68164394768698
14,1,370.568,279.566,2.90533,-0.0481043,2.905728210376616
15,1,263.165,280.08,0.00969505,-1.14635,1.1463909963422176
16,1,149.089,279.813,1.14595,-3.19738,3.396533566284897
17,1,47.8531,277.923,0.616193,-0.263513,0.6701737941892386
18,1,0.0,276.327,-0.906205,0.243695,0.9384001039268911
19,1,0.0,275.314,0.197438,1.48261,1.4956985578464668
20,1,17.8154,274.452,1.88764,1.04864,2.159358844472127
21,1,19.001,272.982,1.26522,1.49421,1.9579185816831097
22,1,19.7451,271.781,2.15976,0.88157,2.332751363197544
23,1,20.3662,271.423,-0.248619,1.443,1.4642610447461204
24,1,20.207,271.764,-0.103222,1.46606,1.4696893225726313
1,2,24.417,271.367,0.55896,1.20391,1.327341542218882
2,2,25.1406,271.378,-0.385421,0.435671,0.5816859698170482
3,2,25.6963,271.131,-0.833904,1.3456,1.5830461904871884
4,2,27.6406,270.927,-0.199162,0.391603,0.43933860728713564
5,2,27.6553,270.878,-0.0302744,0.255514,0.2573012698984597
6,2,27.7324,270.503,-0.245264,0.063858,0.25344086856700915
7,2,0.0,270.25,1.72457,0.285145,1.7479843694738806
8,2,5.32031,270.551,-1.52351,0.166445,1.5325751720959726
9,2,90.2634,271.391,-1.38185,-0.652225,1.5280402066454273
10,2,222.078,272.769,0.22917,0.743551,0.7780661787412431
11,2,336.982,274.745,-1.00346,0.735708,1.2442661422959318
12,2,409.528,277.174,-0.682452,2.91827,2.997005259455512
13,2,428.496,279.302,1.97311,0.251533,1.9890781588939634
14,2,370.725,279.807,1.92925,-0.530038,2.000736325442211
15,2,246.189,280.233,0.035574,-0.291372,0.29353560577892424
16,2,145.511,280.113,0.241169,1.43201,1.4521759971370551
17,2,50.8804,278.307,2.35985,-1.69906,2.9078681032846037
18,2,0.0,276.718,0.528853,-0.308551,0.6122819736118319
19,2,0.0,275.431,0.898122,1.33271,1.6070902497943294
20,2,18.3154,274.57,1.20893,0.762511,1.4293126914783203
21,2,19.3623,273.419,-0.0209084,1.33845,1.338613298787428
22,2,20.0117,272.33,0.0840731,0.528543,0.5351878072159435
23,2,20.709,271.714,0.10392,0.822396,0.8289357919742639
24,2,20.6221,272.18,-2.4001,0.678954,2.4942851769827765
1,3,22.9434,271.934,2.85291,-1.51875,3.2319803573969943
2,3,23.5518,271.592,2.76497,-1.30408,3.057071106026158
3,3,23.292,271.482,2.70613,-1.44151,3.066119804736925
4,3,25.1416,271.124,1.9483,0.618166,2.044016167635667
5,3,25.0156,271.045,0.403319,-1.81919,1.8633621418986166
6,3,24.6494,270.502,0.306494,-1.60216,1.6312128118783276
7,3,0.0,270.03,0.983363,-1.08986,1.467922889449238
8,3,7.86719,270.657,0.342703,-0.966856,1.0257952383126956
9,3,134.896,271.362,-0.398449,2.59045,2.620914498433896
10,3,295.297,271.922,-0.906572,1.76601,1.985110604294884
11,3,417.716,273.308,-0.285195,3.35387,3.3659738806064734
12,3,484.013,276.151,-0.654132,0.668265,0.9351292871303947
13,3,483.137,278.322,0.953584,0.717353,1.1932802569660659
14,3,399.85,278.872,1.30865,-0.091073,1.3118151980477282
15,3,264.298,279.417,1.63762,0.174448,1.6468853539648716
16,3,149.581,279.309,0.671345,-1.00402,1.2077914842492472
17,3,45.2671,277.676,2.02391,-2.38949,3.1314332418558757
18,3,0.0,275.855,2.38286,4.84282,5.397307414998704
19,3,0.0,274.501,0.713063,1.78535,1.9224810699897672
20,3,16.751,273.974,0.37299,1.33771,1.3887366864168311
21,3,18.3652,272.772,0.387783,2.29695,2.329453789537152
22,3,19.3877,272.421,0.86044,-0.251731,0.8965073842200073
