hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,8.0293,277.267,0.159801,5.68087,5.683117130281673
2,1,8.63965,277.42,0.535916,-1.18043,1.2963876518834943
3,1,9.18555,275.783,0.135037,-1.36919,1.3758329286177882
4,1,9.73926,275.032,0.221423,-1.49857,1.5148399881931425
5,1,11.1738,274.682,0.416398,5.11461,5.13153220261785
6,1,0.0,274.965,0.823324,0.523525,0.9756745536299488
7,1,13.2832,275.656,0.595465,1.1326,1.2795942037321832
8,1,82.9592,277.263,0.464159,4.91857,4.940422494299551
9,1,206.693,278.655,1.62555,-1.16832,2.0018452549835115
10,1,268.956,280.706,1.00766,2.81567,2.9905478134448877
11,1,465.1,282.814,2.55549,-0.253509,2.5680334797624815
12,1,341.864,284.108,1.8998,0.0416584,1.9002566832642793
13,1,300.98,285.705,0.0201082,-3.04164,3.041706466657695
14,1,222.297,286.08,-0.00951958,-2.66024,2.6602570326950317
15,1,201.563,285.189,-0.835024,-1.85128,2.0308871753438202
16,1,155.969,284.422,0.180152,1.13928,1.153435590531175
17,1,121.079,284.202,0.0984669,-0.982448,0.9873701449302638
18,1,64.6962,283.3,0.392877,2.66069,2.6895396656731054
19,1,11.5702,281.83,-1.0046,3.13865,3.295503752463347
20,1,0.0,281.342,-0.213969,4.47768,4.482789412337033
21,1,17.0107,281.327,0.432842,4.41428,4.435450384725772
22,1,15.499,281.189,-0.220625,-2.70695,2.7159259366052306
23,1,16.4531,280.845,-1.54175,-4.51516,4.771128051949559
24,1,19.6455,280.343,-1.7083,-4.65744,4.960850354888767
1,2,9.17773,278.002,-0.255238,5.20137,5.2076286650973875
2,2,9.69141,277.38,-1.78537,3.78149,4.1817714735504135
3,2,11.0879,276.565,-1.69211,-0.311573,1.7205563014411938
4,2,11.4629,275.958,-2.17115,0.686981,2.277242898081142
5,2,12.001,275.967,-1.89806,1.22301,2.2579604123411907
6,2,0.0,275.7,-1.46281,2.98153,3.3210441486074824
7,2,9.70703,276.07,-1.15063,0.503204,1.2558517677321634
8,2,60.5139,277.192,-1.43721,0.638786,1.5727746621483958
9,2,147.256,278.974,-0.569759,-0.238149,0.6175275413145555
10,2,244.846,280.845,-0.320469,0.56762,0.65183805071582
11,2,380.694,283.506,-1.90106,1.78946,2.610784597625779
12,2,239.458,285.238,0.169819,1.57828,1.587389760317547
13,2,261.714,286.733,-3.05753,-0.81459,3.1641818166786813
14,2,214.188,286.799,0.571535,-2.57235,2.63507813522199
15,2,177.532,285.931,-0.916079,-1.95382,2.157918748850614
16,2,172.891,285.427,-0.47561,1.93127,1.9889717657624002
17,2,153.907,285.427,-3.03923,1.43943,3.3628674844245645
18,2,57.6025,284.427,-2.45039,-0.240679,2.4621814582075383
