hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,30.5439,297.439,0.585778,2.63786,2.702117918389943
2,1,26.6934,297.346,0.59028,3.03737,3.0941956944091302
3,1,26.418,297.204,2.42409,2.16978,3.2533302286272754
4,1,27.6348,297.095,2.8043,1.30858,3.094588842867498
5,1,0.0,296.985,2.18487,2.11706,3.042301753689137
6,1,8.84375,297.111,6.17659,1.99507,6.490806447044928
7,1,86.0491,298.25,1.63683,1.89396,2.5032572641460566
8,1,216.25,299.595,2.04467,1.87242,2.772477604111528
9,1,304.233,300.565,0.788554,2.40426,2.53027341576281
10,1,457.298,301.191,0.243223,2.26698,2.279990295621672
11,1,514.614,302.284,4.19431,1.66749,4.513619310065925
12,1,525.41,303.487,1.41606,2.92595,3.250601379145096
13,1,640.538,303.204,0.517389,4.48489,4.514635056061675
14,1,695.887,304.738,3.57775,3.96288,5.338980516624874
15,1,432.205,304.453,2.69001,3.44563,4.371329305485919
16,1,436.236,303.957,3.37808,4.42843,5.569777082729613
17,1,390.897,303.565,3.47668,3.48869,4.925267681913339
18,1,133.475,302.204,4.04955,-0.446863,4.074130796043372
19,1,1.92969,300.971,6.88955,0.470107,6.905570200493873
20,1,1.23047,299.907,1.1685,-4.30611,4.461835449912962
21,1,0.0,298.91,3.12813,0.362973,3.149118399747618
22,1,35.7129,299.269,-0.654718,-0.222254,0.691413407477755
23,1,34.415,298.593,1.32335,0.436932,1.3936157272089031
24,1,30.291,298.36,1.40023,3.34998,3.6308415075984795
1,2,25.4307,297.69,-0.41764,0.827802,0.9271889347937669
2,2,31.8047,297.454,0.893991,0.922622,1.2846988997290376
3,2,33.5391,297.515,2.10524,2.40904,3.199298232300327
4,2,34.9688,297.064,0.696391,0.363751,0.7856686419108249
5,2,0.0,296.866,0.60382,0.670281,0.9021503263652905
6,2,5.0459,297.184,-0.373214,0.390092,0.5398707792240658
7,2,65.0022,298.431,0.875111,0.216224,0.9014278010450976
8,2,196.203,299.559,0.835684,0.0770082,0.8392246485436662
9,2,277.108,301.113,-1.39846,1.6816,2.1871142932183494
10,2,296.127,301.564,-1.0517,3.31874,3.4813945593109668
11,2,337.271,302.633,2.59568,2.80421,3.8211449051953004
12,2,499.317,304.536,1.9854,1.62614,2.566348468076773
13,2,753.351,304.863,3.02178,0.973176,3.1746221657665026
14,2,539.309,304.932,6.95665,2.91258,7.541757187744777
15,2,650.237,304.931,6.3404,1.69465,6.562965090757378
16,2,509.517,304.803,3.50211,3.69698,5.092389966656128
17,2,425.257,304.552,6.20813,2.63713,6.745022811955494
18,2,221.905,303.375,4.68285,1.14493,4.820783009781709
19,2,4.16406,302.009,2.60342,0.993056,2.786387610426087
20,2,1.04883,300.956,4.81743,0.0762148,4.8180328455334385
21,2,0.0,299.674,0.362502,-2.9715,2.9935296808289706
22,2,32.7656,299.617,2.22516,0.736242,2.3437980519157358
23,2,30.0576,299.489,1.79161,3.52336,3.9527119907349686
24,2,26.2588,299.064,3.12191,2.90955,4.267528939632395
1,3,27.874,296.788,1.90756,-0.170245,1.9151419043050046
2,3,31.5381,296.748,0.0941858,0.744399,0.7503338164594743
3,3,32.3447,296.651,5.65847,-0.563619,5.686470708450102
4,3,33.3828,296.448,0.403911,0.550275,0.6826028651756452
5,3,0.0,296.401,0.684875,0.425164,0.8061130147324257
6,3,4.8418,296.822,-0.184737,1.64351,1.65385999385347
7,3,109.221,298.137,5.13439,0.151771,5.136632662410365
8,3,289.258,298.807,0.0563869,0.363629,0.3679749069333532
9,3,388.139,299.795,0.307109,1.94234,1.9664690725971257
10,3,459.361,299.897,-0.639589,2.50624,2.5865639420901623
11,3,450.005,301.047,4.22507,4.29835,6.027190823874752
12,3,652.051,302.489,2.14751,3.69548,4.274151568498712
13,3,727.07,302.993,3.71807,1.76468,4.115597165333361
14,3,768.434,304.196,7.13683,2.81444,7.671728290450594
15,3,687.393,303.381,6.63923,2.23713,7.006006396642812
16,3,548.002,303.051,4.5192,2.61495,5.2212194114497805
17,3,370.96,302.616,5.31799,3.85832,6.57020934693104
18,3,229.217,301.741,5.1433,-0.193445,5.146936550806217
19,3,14.6328,300.288,5.20059,2.02626,5.581385664483328
20,3,0.871094,299.663,8.3853,3.27739,9.003029562436192
21,3,0.0,299.207,2.33565,3.08221,3.867205632831024
22,3,37.5029,298.602,1.84821,1.54191,2.406941347893629
23,3,35.7539,298.336,3.23058,4.14885,5.258289023903117
24,3,33.6758,298.053,2.64485,1.50965,3.0453693774319066
1,4,29.084,297.906,1.55843,-1.27962,2.016465077629662
2,4,33.4209,297.807,2.01948,1.35622,2.4326183750847563
3,4,32.875,297.476,1.15993,-0.724263,1.3674774214110448
4,4,37.4912,297.493,-0.015523,0.542951,0.5431728564002438
5,4,0.0,297.363,-0.441102,1.19177,1.2707819275170702
6,4,5.06152,297.503,0.367021,1.58833,1.630182996887466
7,4,71.7014,298.48,0.584095,-0.119226,0.5961390845272604
8,4,206.992,299.57,1.91576,0.885114,2.110346694407343
9,4,263.061,300.994,0.362285,2.53707,2.562806002436587
10,4,237.986,301.174,-2.44135,3.73378,4.461087637661919
11,4,347.021,302.5,1.13718,3.54005,3.7182162867294313
12,4,452.067,303.234,1.72856,0.354656,1.7645680921789333
13,4,583.601,305.064,1.83135,0.252961,1.8487379722451205
14,4,567.606,305.412,4.99913,2.13524,5.436041815006577
15,4,574.768,305.351,5.31452,2.63655,5.932581118948143
16,4,389.924,304.703,4.8273,2.40304,5.392348888156255
17,4,414.335,304.293,5.45813,4.06877,6.807794974130757
18,4,257.037,303.369,5.24779,1.18204,5.379267463670123
19,4,20.3516,301.927,3.30655,1.97304,3.8504752621072638
20,4,0.816406,301.148,2.92143,4.5269,5.387724645423149
21,4,0.0,300.802,1.99776,4.8034,5.202278018099379
22,4,38.7207,300.307,0.663153,4.86075,4.9057784768484
23,4,38.0029,299.918,0.713977,3.19474,3.273549575633306
24,4,32.6719,299.528,1.22103,0.900764,1.5173299063143784
1,5,35.2959,296.86,3.74398,1.00358,3.8761526101019297
2,5,32.5195,296.653,7.55024,-0.0812845,7.550677534336919
3,5,29.9062,296.447,5.72878,1.30894,5.876414230804361
4,5,33.5283,296.126,3.62852,-0.0210142,3.6285808502776455
5,5,0.0,296.304,3.57208,0.324578,3.58679611972635
6,5,7.25781,296.556,2.42903,1.55953,2.88657592344286
7,5,88.467,297.774,6.01867,0.882239,6.082987277811865
8,5,217.438,298.62,0.65209,1.15025,1.3222316100441707
9,5,339.951,299.529,3.0034,1.59371,3.4000475179179483
10,5,453.798,300.766,-1.8183,1.00233,2.0762659557243626
11,5,549.786,302.313,0.619115,1.48146,1.6056235906416547
12,5,449.379,303.151,3.33403,2.90544,4.422367876432263
13,5,761.913,304.732,3.86749,1.47659,4.139782231977909
14,5,749.7,305.277,5.1715,1.87743,5.501741147573194
15,5,613.315,304.844,4.10749,3.21321,5.2149968939779825
16,5,476.205,304.85,5.43668,1.75704,5.713552221166793
17,5,377.428,304.345,2.88684,2.42521,3.7703433172192686
18,5,233.389,303.421,4.06225,3.32999,5.252685833228559
19,5,46.0781,301.619,1.78409,2.20692,2.83786416420871
20,5,1.14062,301.054,5.1768,7.77934,9.34437740438602
21,5,0.0,300.094,3.11641,3.46209,4.658119626651939
22,5,37.6611,299.208,-0.461847,5.20841,5.2288466586341
23,5,35.958,299.261,-0.0199099,3.56388,3.5639356136886104
24,5,35.9678,298.279,3.79329,2.38026,4.478245939170827
1,6,27.7881,297.899,2.5931,1.92058,3.226886292759632
2,6,30.8838,297.643,3.22016,2.39381,4.012450216725436
