hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,21.6377,270.968,0.0607729,-0.9529,0.954835983493715
2,1,22.0732,270.829,1.52691,-1.00577,1.8283947716508053
3,1,21.9854,270.592,-0.820363,-2.48783,2.61959797691726
4,1,22.9316,270.218,-1.09224,-2.04358,2.3171550302040647
5,1,24.5859,270.248,0.192904,0.543422,0.5766449716246557
6,1,25.3047,270.0,-3.55335,4.79222,5.965875354958399
7,1,0.0,269.875,-4.515,-2.16116,5.00558064020549
8,1,12.0898,270.639,0.492452,3.94895,3.9795370427731918
9,1,127.526,272.357,0.323669,-2.08659,2.1115443281307167
10,1,258.979,274.094,-3.67662,2.64736,4.530568352204831
11,1,364.78,276.799,-3.53697,3.57761,5.0308498380492335
12,1,445.795,279.346,-2.89546,1.16686,3.121738437345448
13,1,457.124,281.358,-0.793319,0.579062,0.9821750534426131
14,1,413.081,282.347,-0.715287,0.0169506,0.7154878162550079
15,1,290.576,283.346,0.103943,1.35023,1.354224944442023
16,1,100.636,283.361,1.0698,1.9109,2.189979646024136
17,1,35.1695,281.859,-1.19021,-0.363024,1.2443417009310587
18,1,0.0,280.565,0.0830727,-0.0356646,0.09040485152053511
19,1,0.0,279.637,0.250468,0.336113,0.41917319546101706
20,1,17.6738,279.497,-0.0733871,4.04178,4.0424461944281225
21,1,16.9785,277.67,-3.36079,5.05467,6.069975142700339
22,1,19.3154,276.045,-4.28582,5.46218,6.942885813896121
23,1,18.6758,275.728,-0.0738258,-1.47824,1.4800823444476459
24,1,13.9941,274.953,0.582073,0.941876,1.1072214668732718
1,2,22.2021,271.633,-1.32985,-2.2781,2.6378477273148273
2,2,22.2305,271.383,1.10454,-2.08634,2.36068278411141
3,2,22.0605,270.875,-0.912648,-1.89701,2.105130236352136
4,2,23.0068,270.495,-1.33052,0.220097,1.3486015570986858
5,2,24.7988,270.427,-3.43991,0.522914,3.479428093738395
6,2,25.252,270.189,-2.81702,0.189677,2.8233984920179083
7,2,0.0,270.314,-4.28355,-0.756372,4.349815996669744
8,2,11.0391,270.927,-3.42063,-0.825464,3.5188208837899095
9,2,115.409,272.093,-3.05035,-1.51627,3.4064218522373295
10,2,224.714,273.77,-1.79234,-0.911233,2.0106785560822495
11,2,334.139,276.089,-2.00181,0.408661,2.0430974252396776
12,2,413.81,279.236,-1.20796,1.1566,1.6723907801707112
13,2,432.17,281.559,-0.584334,1.42721,1.5421979793969385
14,2,390.003,282.434,0.000533104,0.537458,0.537458264392571
15,2,273.795,283.483,0.431091,0.0894928,0.44028219533935276
16,2,79.7922,283.334,-1.89505,1.08668,2.1845109120578914
17,2,48.3726,282.344,-0.843527,0.554457,1.0094356663888988
18,2,0.0,280.678,-1.49994,0.937968,1.7690686738009918
19,2,0.0,279.878,-1.2715,-0.0481644,1.2724119063524044
20,2,20.2734,279.108,-2.12368,1.44119,2.5665239836206477
21,2,17.9902,278.003,-2.88569,2.28954,3.6836395300979166
22,2,20.1309,276.619,-2.33563,0.255635,2.3495779940502084
23,2,19.8086,276.054,-3.00547,-0.211637,3.0129122358059153
24,2,16.8555,275.636,-3.18306,-0.175799,3.1879109542145305
1,3,20.3154,271.108,0.606183,-2.47194,2.5451807780762845
2,3,20.6133,270.872,-0.103951,-2.89054,2.8924085641556587
3,3,20.8115,270.689,-1.46343,-3.62455,3.908834873386186
4,3,21.7559,270.624,-1.57369,-1.24865,2.008887014891579
5,3,23.3594,270.778,-1.72946,1.94967,2.6061935846172286
6,3,23.8955,270.702,-1.39905,-0.874776,1.6500224097496372
7,3,0.0,270.827,-3.18882,2.42234,4.004535437226147
8,3,17.9648,271.686,-2.19017,2.46311,3.296021162098326
9,3,166.409,272.799,-1.32574,0.0310888,1.3261044683905714
10,3,295.104,273.955,-2.19078,-1.23008,2.5124915551698876
11,3,393.889,275.597,-1.61412,2.18161,2.713817526382347
12,3,468.732,278.431,-0.56929,0.725938,0.9225383915827026
13,3,491.827,280.944,-0.316756,0.25289,0.405324210522885
14,3,423.644,281.602,-0.387162,1.04381,1.1132985809494234
15,3,293.162,282.321,0.60199,2.9269,2.9881659207781617
16,3,92.0735,282.432,0.0649137,3.16871,3.1693748362331156
17,3,46.439,281.352,-0.848898,-1.30004,1.5526531537996502
18,3,0.0,279.675,-2.10345,2.99949,3.6635286490759156
19,3,0.0,279.131,-2.50881,-0.558907,2.57031216990252
20,3,17.0889,278.853,-2.58462,-1.69748,3.092199685466642
21,3,14.3613,277.204,-1.12739,-2.12453,2.405127009743976
22,3,17.2822,276.142,-1.86883,1.16774,2.2036656453509456
23,3,17.7129,276.632,-1.81601,-0.892789,2.0236018676165033
24,3,18.1084,276.124,-2.70504,3.02781,4.060156991755369
1,4,23.3154,272.142,1.72093,-3.34548,3.762158488859819
2,4,23.2217,272.023,-0.0287561,-2.8046,2.804747417021221
3,4,23.5596,271.517,-0.97759,-3.62553,3.7550166429724383
4,4,24.166,271.002,-0.820758,-2.62854,2.7537004605011055
5,4,25.5059,270.779,-1.29879,-1.90873,2.308702162904518
6,4,25.8799,270.375,0.590209,-1.07351,1.2250593388815907
7,4,0.0,270.451,-0.181011,-0.795435,0.8157706916444105
8,4,11.5234,270.937,0.392842,-1.51492,1.5650263395112556
9,4,116.933,271.977,-1.30426,-1.03874,1.6673556714750455
10,4,230.385,273.945,0.149067,-1.44785,1.4555035530664295
11,4,332.358,275.745,0.530412,0.172333,0.5577056146687067
12,4,409.17,278.416,0.455124,2.45787,2.499652534308719
13,4,441.717,281.186,0.0377359,-1.10697,1.1076130096061576
14,4,391.206,282.02,0.204635,1.69713,1.7094226277094264
