hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,48.7783,291.986,-1.89303,5.41867,5.739821177510672
2,1,51.8555,291.768,-1.64132,-5.10899,5.366163449104024
3,1,49.7637,291.534,-1.74955,-4.73089,5.044030669474561
4,1,45.2773,291.754,-2.5645,4.19214,4.914335970362629
5,1,43.376,291.659,-3.33677,-5.5581,6.482785639129216
6,1,0.0,291.534,-2.86233,-4.87898,5.656622567336449
7,1,27.4883,292.39,-1.3162,-3.18168,3.443177320789622
8,1,108.003,293.312,-2.23196,-3.80124,4.4080688491900855
9,1,174.256,294.0,-2.28736,-4.51422,5.060651932113094
10,1,41.4869,292.297,-3.89343,-3.56685,5.280266668209097
11,1,36.2628,291.925,-3.18349,-5.40009,6.268618714533529
12,1,42.5963,292.203,-1.25226,-3.68372,3.890751617104335
13,1,22.4913,292.452,-2.17732,-2.72565,3.4885369863167566
14,1,35.9806,292.859,-8.84003,-2.09254,9.084319129824756
15,1,40.11,293.328,1.28822,-2.19255,2.5429876662893984
16,1,14.7063,293.439,0.111448,-4.0797,4.081221967340664
17,1,19.2855,293.344,-0.629612,-3.38428,3.442348382854937
18,1,9.73435,293.61,0.881763,-2.40136,2.5581313175380576
19,1,1.02758,293.999,1.34857,1.94605,2.3676468586763524
20,1,0.0,294.515,2.96342,3.40416,4.513331740743196
21,1,35.6641,294.768,3.43333,4.00798,5.277467059991943
22,1,33.4912,295.002,3.19192,4.90982,5.856166469525947
23,1,33.7637,294.875,1.25135,3.34854,3.5747163459636906
24,1,32.7188,294.845,0.0486336,5.0904,5.090632317016125
1,2,51.7354,292.305,-6.00436,-0.873813,6.067609757439003
2,2,49.5439,292.048,-4.488,-2.04649,4.932571876830585
3,2,46.9463,291.93,-4.84672,-0.730399,4.9014464658507695
4,2,44.3789,292.002,-6.11284,-1.42114,6.275862631160756
5,2,42.168,292.043,-4.8685,-1.87597,5.2174280724222735
6,2,0.0,292.058,-6.21975,-1.83845,6.485768147644502
7,2,25.7422,292.442,-6.00956,-1.50296,6.1946509308596225
8,2,100.276,293.439,-5.96243,-0.438442,5.9785284888728265
9,2,118.162,293.616,-6.10572,-3.33062,6.955059043804013
10,2,28.2369,292.427,-4.49402,-0.698689,4.548008583888227
11,2,31.6222,292.186,-4.99599,-2.4079,5.545980390345786
12,2,35.4244,292.73,-4.83624,-1.86145,5.182105116658673
13,2,17.7413,292.924,-4.69294,0.650322,4.737784772157132
14,2,43.0431,293.649,-4.59296,1.38305,4.796676856335019
15,2,27.0319,294.097,-2.86119,1.96468,3.4707889187474366
16,2,17.2375,294.306,-2.91687,-0.325797,2.9350083955772597
17,2,17.2855,294.431,-3.02854,10.0298,10.477067460487214
18,2,5.85934,294.625,-3.08113,1.11426,3.2764214357283157
19,2,1.10961,295.247,-0.482485,5.66822,5.688717759181325
20,2,0.0,295.198,2.92631,1.57115,3.3214157431131683
21,2,34.3154,295.456,3.31126,3.38201,4.733121002858473
22,2,33.4258,295.504,3.55813,2.5729,4.390911466529472
23,2,34.1641,295.383,2.24842,1.74893,2.8485344725489985
24,2,33.6064,295.25,0.566212,1.86579,1.9498123891913295
1,3,53.6914,291.7,-4.2109,-0.759555,4.278855291783656
2,3,49.0117,291.372,-3.22725,-1.30577,3.481404580826538
3,3,48.1367,291.28,-3.12162,0.35505,3.1417466363314532
4,3,44.4102,291.409,-2.72661,-0.421629,2.759016691819932
5,3,41.0605,291.511,-2.59409,1.06348,2.803621343637546
6,3,0.0,291.426,-2.57668,0.037528,2.57695327338002
7,3,25.0156,292.131,-4.85868,-1.12406,4.987011352102579
8,3,106.206,293.244,-4.05911,-0.0365868,4.059274884266184
9,3,99.4746,292.555,-4.70435,-2.32379,5.246990459930339
10,3,29.5025,292.038,-4.77918,0.0942802,4.780109855276554
11,3,44.0441,292.253,-3.79481,-0.101259,3.7961607343711092
12,3,31.8463,292.582,-4.16046,0.716675,4.221735480489629
13,3,19.4288,292.417,-3.10212,1.99993,3.69091702687828
14,3,43.4962,292.836,-2.71112,-4.40504,5.172479971541697
15,3,45.6569,293.884,-1.58531,2.34358,2.82941248539339
16,3,25.6438,293.979,-2.08289,3.78455,4.319866832970664
17,3,26.3324,294.309,-0.0563698,3.20752,3.2080152906044637
18,3,12.2031,294.432,0.969166,4.34619,4.452937261140785
19,3,1.08226,294.665,1.60248,4.80054,5.060941260477145
20,3,0.0,294.838,4.29545,6.3485,7.665138156126084
21,3,28.127,294.868,7.56516,4.24236,8.673480512181946
22,3,27.4648,294.759,6.4927,3.7106,7.478215405429292
23,3,30.8984,294.45,3.79139,1.67275,4.143999359869642
24,3,33.2471,294.261,3.32207,3.73786,5.000774586451583
1,4,54.0908,293.627,-1.33346,-1.33622,1.887749840418481
2,4,49.5557,293.477,-2.84688,-3.83458,4.7758485644752176
3,4,48.9883,293.064,-1.75394,-1.42474,2.2596879411104536
4,4,45.1533,293.049,-2.1148,-1.78296,2.766102926790686
5,4,42.8594,292.869,-2.59067,-3.53906,4.3859453636017856
6,4,0.0,292.724,-3.0132,-2.982,4.239303980608137
7,4,21.207,293.23,-0.51786,-1.13822,1.2504894033937273
8,4,99.214,293.889,-0.641144,1.46732,1.6012787424855173
9,4,85.834,294.202,-3.50025,-0.634823,3.5573515856362863
10,4,25.6744,293.704,-0.893435,-0.46822,1.008690273386732
11,4,36.8566,293.483,-0.51161,-0.690126,0.8590801406015622
12,4,30.6588,293.724,-0.395813,0.429565,0.5841181560215365
13,4,14.46,293.848,-5.22322,3.53216,6.30540890299749
14,4,65.0118,294.307,-4.84686,-3.12086,5.764704589066121
15,4,27.8287,294.5,-1.61559,2.99495,3.402918828094493
16,4,21.7063,294.808,-0.619997,2.27284,2.3558858091191515
17,4,20.348,294.855,-0.167698,1.34814,1.3585301170029318
18,4,8.42185,295.14,-0.874096,3.2168,3.333443573426135
19,4,1.17992,295.369,-0.705141,5.29517,5.341914372093679
20,4,0.0,295.451,2.89701,1.80064,3.4110073804816077
21,4,32.0186,295.745,2.9304,4.21697,5.135180633716793
22,4,30.7129,295.479,1.81301,1.3522,2.2617360810006106
23,4,34.833,295.375,2.24549,2.50479,3.363955749441422
24,4,35.2324,295.375,0.953907,3.43513,3.5651166434703088
1,5,53.8965,291.592,-2.2109,-6.41825,6.788373286178361
2,5,52.0967,291.762,-2.45675,-5.02305,5.59165913347729
3,5,48.7373,291.95,-2.46244,-5.62542,6.140762243402687
4,5,43.7607,291.585,-2.36382,-2.06909,3.141461191945557
5,5,43.4199,292.004,-2.48032,-5.54101,6.070813711727613
6,5,0.0,291.887,-2.53713,-3.47175,4.300008918525635
7,5,18.8867,292.398,-1.85624,-7.314,7.5458745641310525
