hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,13.915,280.519,0.572952,3.47701,3.5239001879173593
2,1,14.2988,281.261,0.683173,1.72316,1.8536466042719686
3,1,14.377,280.795,-2.49197,3.26097,4.104124732729257
4,1,15.2959,279.621,-1.76139,1.63807,2.405362354615204
5,1,14.6367,280.182,-2.76179,-0.403559,2.7911187489214786
6,1,15.4453,279.736,1.03539,-0.898551,1.3709217161096399
7,1,2.80273,280.014,0.162988,-1.2686,1.279027383656816
8,1,106.936,281.998,0.548316,-0.494308,0.7382349454746775
9,1,274.459,283.904,-0.430622,1.61424,1.6706903017866597
10,1,427.232,285.984,-0.970411,0.259047,1.004391784678668
11,1,544.91,287.939,0.587839,1.02807,1.1842645881816276
12,1,612.571,290.204,1.11284,0.483625,1.2133861735758324
13,1,623.97,292.08,2.82226,0.907585,2.9646014976426427
14,1,581.149,292.828,-1.29816,1.00393,1.6410651512051555
15,1,483.732,293.455,-0.931885,-1.73606,1.9703588446841351
16,1,341.734,293.705,-0.629321,-1.06772,1.2393832818950723
17,1,175.074,292.812,1.08943,0.63238,1.2596674915627537
18,1,33.8866,289.594,1.85213,-1.09505,2.1516319479409116
19,1,0.0,287.803,-0.197578,-0.0231752,0.19893254127728827
20,1,14.6445,287.143,-2.58564,-1.00586,2.774398772563166
21,1,24.1875,285.672,0.224701,-1.09486,1.1176801684744164
22,1,23.8896,284.559,1.21029,-1.31323,1.7858821117307828
23,1,24.3477,284.452,-0.377687,-0.462899,0.5974302923103246
24,1,25.1289,283.794,0.127447,-0.147739,0.19511419715130932
1,2,15.3076,281.859,-1.54082,-1.14409,1.919132147742828
2,2,14.3398,281.758,-1.61907,0.140642,1.625167018205821
3,2,14.7832,281.439,-0.554959,-0.98366,1.1294097959912512
4,2,15.2617,280.598,-0.527013,-1.47668,1.567905138893613
5,2,15.1865,280.2,-0.594312,0.970953,1.1384008439706113
6,2,15.2539,280.197,-0.730725,-0.109,0.7388098710933686
7,2,4.9668,279.979,-3.06699,-0.290083,3.0806778161614043
8,2,98.7565,282.218,-2.89944,-1.9987,3.521584019102767
9,2,261.88,284.878,-2.52681,0.517558,2.5792702571587953
10,2,411.7,287.302,-2.64815,0.915785,2.802027942174203
