hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,16.3418,284.426,1.60638,4.63528,4.9057392289847614
2,1,14.5059,283.515,5.06731,2.11363,5.49045193158086
3,1,13.0117,282.633,0.677887,1.01421,1.2198986469658044
4,1,12.8027,282.48,0.0200148,2.6387,2.638775906025186
5,1,13.8369,282.218,3.74837,0.235824,3.755780959517741
6,1,1.67236,281.958,2.9781,1.67291,3.415802611114992
7,1,16.943,282.75,2.70521,2.01701,3.3743874235481615
8,1,76.4148,284.416,0.938034,1.85612,2.079684889485905
9,1,229.565,286.449,1.92148,1.33444,2.3394049465622664
10,1,355.912,288.0,1.82396,0.671904,1.943781126262934
11,1,496.163,290.703,3.19191,2.70259,4.182377572171121
12,1,664.936,292.719,2.18796,4.19866,4.734544831047648
13,1,714.101,293.971,3.49444,4.21767,5.47721198626637
14,1,770.236,295.096,3.75675,4.39827,5.784284705596709
15,1,575.973,294.455,6.22222,4.4333,7.640037344044858
16,1,440.998,294.438,5.46013,1.95916,5.800976428369625
17,1,225.785,293.313,7.14137,-3.75665,8.069174970181276
18,1,149.679,292.674,5.12471,4.31021,6.696309642497127
19,1,58.3778,289.733,2.20165,3.8721,4.4542587635318185
20,1,0.0,288.205,1.57295,6.77869,6.958793704270878
21,1,17.6094,286.178,0.573002,3.2016,3.252471960217951
22,1,16.5117,285.503,3.43323,3.06311,4.601055433810812
23,1,14.8643,284.922,1.72488,2.66196,3.17194609916373
24,1,14.7861,283.488,3.0107,2.82643,4.129530364932554
1,2,16.1963,283.455,0.531677,2.56106,2.6156660253038804
2,2,14.4082,282.795,0.568289,0.936388,1.0953423547297896
3,2,13.2461,282.406,0.163239,0.975149,0.9887176256758045
4,2,12.3779,282.27,0.56689,1.46194,1.5680028175038463
5,2,13.5059,281.79,0.0799141,0.608382,0.6136081170444292
6,2,1.14893,282.251,0.120682,0.706605,0.7168366418850253
7,2,13.9196,282.633,-2.21178,1.32902,2.5803613949987705
8,2,66.657,283.992,0.53569,0.750649,0.9221917898685718
9,2,211.471,285.021,-0.929108,0.23727,0.9589258201571174
10,2,338.693,287.736,-2.0608,1.53079,2.5671413408887327
11,2,467.085,290.569,0.307148,0.478962,0.5689854930909926
12,2,656.53,293.052,1.3657,2.0844,2.491959038587914
13,2,714.273,294.681,3.36651,2.37733,4.121296823695182
14,2,738.221,295.98,5.70255,2.34847,6.167202594645322
15,2,482.363,295.283,6.65777,0.741406,6.698924109865405
16,2,521.123,295.363,7.32244,1.52605,7.479769792988284
17,2,293.925,294.483,8.45875,1.49775,8.590326339842974
18,2,178.46,292.608,6.946,3.17008,7.635202892287801
19,2,63.4442,289.924,4.67479,3.2305,5.682410737891093
20,2,0.0,287.32,3.5124,2.44665,4.2805431877858675
21,2,17.9697,286.026,1.78882,1.72162,2.482710699376792
22,2,16.6914,284.687,-1.67566,1.50989,2.2555718227757677
23,2,14.8809,283.43,0.0735102,2.08627,2.0875646726279022
24,2,14.5605,282.27,2.39888,1.11598,2.6457582306023353
1,3,12.4902,284.536,0.636169,1.02542,1.2067299503041267
2,3,11.6328,283.421,0.536062,0.0164661,0.5363148331840264
3,3,11.8154,283.555,-0.263519,1.51079,1.5335999111440377
4,3,10.876,283.243,-0.536138,1.44387,1.5401962640988323
5,3,11.877,282.386,-0.233562,1.36912,1.3888991260145567
6,3,1.37158,282.896,0.960037,1.48346,1.7670100772120685
7,3,13.5329,283.376,0.591442,1.38126,1.502558759903918
8,3,67.8523,285.099,0.935593,1.27799,1.5838537501136272
9,3,247.19,287.178,3.21298,2.17477,3.8798021899705146
10,3,364.068,287.852,-1.3025,0.466825,1.383629947140853
11,3,480.851,289.648,0.694355,2.96383,3.0440790290209288
12,3,670.608,291.333,-0.0298109,2.94622,2.946370814775155
13,3,742.632,292.771,3.7547,3.16982,4.913810224499925
14,3,737.846,293.896,4.77775,2.99398,5.638334089329932
15,3,631.285,293.645,7.41656,1.23701,7.5190129653898055
16,3,505.998,293.334,6.87664,0.626148,6.905087907297343
17,3,338.16,292.553,8.7273,0.975285,8.781625482860505
18,3,172.234,291.225,5.8088,1.32144,5.957210850188199
19,3,44.7332,288.522,5.1328,4.81546,7.03806016254479
20,3,0.0,287.752,7.32734,0.645873,7.355750363336769
21,3,15.4473,286.417,4.23755,0.843687,4.320721902236824
22,3,13.2441,284.638,2.1388,1.46643,2.593237818808757
23,3,12.0469,283.634,-0.275611,1.86508,1.8853341427240424
24,3,12.9229,282.814,1.05855,1.36842,1.730058206795367
1,4,16.0742,283.3,0.0336304,0.959991,0.9605798893820129
2,4,15.1357,283.076,-0.253,1.30846,1.3326952283249158
3,4,15.1133,282.848,-0.236664,2.7149,2.7251957468952575
4,4,13.6953,282.266,-0.858891,0.344751,0.9254982452074125
5,4,14.498,282.032,0.259113,0.58348,0.6384265479826163
6,4,1.07666,282.344,-1.21965,1.26715,1.75875388983223
7,4,12.4196,282.999,0.45277,0.339272,0.5657792527868091
8,4,69.743,284.076,2.35893,0.811685,2.494670977128046
9,4,201.705,285.758,-2.46964,1.12643,2.7143998000478855
10,4,336.568,288.028,0.211169,2.31839,2.327987229058828
11,4,451.194,290.109,-0.501934,1.55123,1.63041474884644
12,4,637.593,292.296,1.09031,1.32756,1.7179032131351288
13,4,709.71,294.977,4.69171,2.0956,5.138451331296229
14,4,711.752,295.651,4.93742,2.11214,5.370218956057565
15,4,584.519,295.305,6.60406,1.27559,6.726123573924284
16,4,478.404,295.186,7.09294,0.798512,7.137746090870983
17,4,354.488,294.535,8.30103,1.46161,8.428724865185718
18,4,196.765,292.944,5.85128,0.936678,5.925777865739147
