hour,bus_id,net_downward_longwave_flux_W/m^2,temperature_2m_K,wind_u_93m_m/s,wind_v_93m_m/s,wind_speed_93m_m/s
1,1,40.5244,295.862,-2.35839,1.5837,2.8407937415623823
2,1,43.8057,295.468,-3.23532,-0.0667009,3.2360074957361906
3,1,40.9053,294.83,-1.071,-0.512664,1.1873775207978294
4,1,39.043,294.828,-0.935669,0.0345068,0.9363050767817294
5,1,0.0,294.485,-3.52166,3.70426,5.111128183014
6,1,8.23633,294.778,0.14648,0.73739,0.7517981128600949
7,1,107.039,296.123,0.0395794,4.0631,4.063292770513142
8,1,268.96,297.734,-3.71585,0.688076,3.7790196882625526
9,1,438.459,299.36,0.358424,0.427994,0.5582531932841943
10,1,581.703,300.827,1.01344,1.86279,2.1206242518890517
11,1,688.841,301.968,-1.07244,1.495,1.8398784072867425
12,1,681.441,303.267,0.218182,3.2942,3.3014174266705507
13,1,727.889,304.327,0.055953,1.63665,1.6376061677671465
14,1,700.103,304.798,-0.410491,1.34157,1.4029657608013817
15,1,705.116,305.175,-0.586708,1.8344,1.9259412341148938
16,1,590.146,304.954,2.64966,0.635546,2.7248150090815337
17,1,428.928,304.596,1.52918,1.42021,2.086956615864355
18,1,262.411,302.877,1.43355,-2.4455,2.8347020747337806
19,1,110.178,301.815,1.98347,-0.0963011,1.9858064212710187
20,1,14.8398,300.295,0.350655,-3.10148,3.1212396767029924
21,1,0.0,299.422,-1.54805,-1.12683,1.9147335719102017
22,1,50.6689,298.401,-2.72481,0.794601,2.8383058829698045
23,1,43.1758,298.119,-0.0183783,0.338284,0.33878286049753165
24,1,37.1025,297.375,-3.82832,-0.74401,3.899946782008698
1,2,45.2715,295.95,-1.26171,-0.321082,1.301923874435061
2,2,46.2314,295.841,-1.50632,-0.896291,1.7528084604659462
3,2,41.6328,295.29,-0.0548863,-1.12497,1.1263081313866512
4,2,40.6807,295.447,-0.345337,0.165854,0.3830994556051992
5,2,0.0,295.207,-2.06805,0.332675,2.094636832036761
6,2,7.3418,295.401,-0.182622,-0.0350714,0.18595912986987223
7,2,105.047,296.568,-0.458956,0.349718,0.577012382414797
8,2,264.749,298.299,-2.24514,-0.363194,2.274327043596853
9,2,431.35,300.0,-1.66599,-0.786362,1.8422507633718055
10,2,533.797,301.544,-0.592515,2.92969,2.9890061092819797
11,2,602.841,302.566,-0.0319128,0.610233,0.6110668875768348
12,2,643.378,303.938,0.950603,2.36988,2.5534246176476407
13,2,384.842,304.514,1.96709,-0.145572,1.9724690809449967
14,2,758.571,306.125,1.54215,2.6155,3.036291631661886
